eol_page_id,taxonomy_id,genus,species
252911,19706,Bulbophyllum,minutipetalum
252913,19707,Bulbophyllum,minutissimum
252939,19714,Bulbophyllum,mischobulbon
252946,19715,Bulbophyllum,mobilifilum
252988,19728,Bulbophyllum,moratii
253007,19734,Bulbophyllum,mulderae
254881,20561,Bulbophyllum,vesiculosum
29120,28312,Oncidium,
29124,34523,Laelia,
29138,30338,Lycaste,
29145,4341,Platanthera,Rich.
29151,547,Pogonia,Juss.
29154,31582,Tipularia,
29174,14914,Spiranthes,
29177,33905,Encyclia,
29181,29040,Brassia,
29184,16015,Arethusa,
29187,35445,Trichosalpinx,
29193,4810,Gymnadenia,R. Br.
29203,24660,Tridactyle,
29205,24059,Angraecum,
29206,34579,Brassavola,
29224,23815,Polystachya,
29232,23372,Phaius,
29246,6938,Goodyera,R. Br.
29314,15052,Schiedeella,
29315,14971,Dichromanthus,
29317,14539,Cyclopogon,
29338,33851,Tetramicra,
29339,15339,Elleanthus,
29346,29557,Ionopsis,
29351,29430,Macradenia,
29357,35755,Lepanthes,
29359,31862,Domingoa,
29376,34617,Brachionidium,
29384,23618,Spathoglottis,
29398,31556,Helleriella,
29404,15965,Tropidia,
29410,34509,Broughtonia,
29412,16019,Arundina,
29418,7206,Zeuxine,Lindl.
29511,30571,Dichaea,
29529,7145,Cheirostylis,Blume
29968,15998,Corymborkis,
29984,2730,Bonatea,Willd.
29987,24600,Microcoelia,
29989,24788,Diaphananthe,
29997,34609,Dilomilis,
30002,34238,Psychilis,
30019,30835,Cochleanthes,
30043,24755,Cyrtorchis,
30092,15672,Triphora,
30158,15050,Microthelys,
30164,15016,Beloglottis,
30187,24434,Campylocentrum,
31158724,17996,Dendrobium,polysema
31160923,30003,Maxillaria,luteograndiflora
31162557,23468,Calanthe,floresana
31175853,978,Paphiopedilum,canhii Aver.
31175854,1046,Paphiopedilum,qingyongii Z.
32418,15027,Mesadenus,
32441,14973,Deiregyne,
33233,14872,Eurystyles,
33273,14632,Hapalorchis,
345181,19788,Bulbophyllum,ngoyense
345185,19789,Bulbophyllum,nigericum
345396,19821,Bulbophyllum,obtusatum
345456,19828,Bulbophyllum,ochroleucum
345458,19832,Bulbophyllum,octarrhenipetalum
345459,19830,Bulbophyllum,ochthochilum
345461,19833,Bulbophyllum,octorhopalon
345541,19843,Bulbophyllum,oliganthum
345610,19855,Bulbophyllum,oreodoxa
345631,19862,Bulbophyllum,origami
345673,19867,Bulbophyllum,ortalis
34569,31580,Calypso,
345802,19887,Bulbophyllum,pachytelos
345819,19889,Bulbophyllum,paleiferum
345854,19896,Bulbophyllum,pandanetorum
345860,19897,Bulbophyllum,pandurella
345908,19904,Bulbophyllum,papillosofilum
345954,19912,Bulbophyllum,parabates
346008,19919,Bulbophyllum,patella
346098,19934,Bulbophyllum,peltopus
346365,19961,Bulbophyllum,peyrotii
346772,19971,Bulbophyllum,phormion
355433,19979,Bulbophyllum,pidacanthum
355521,20007,Bulbophyllum,pleurothallopsis
38854,31767,Jacquiniella,
39856766,15705,Psilochilus,
39862013,678,Vanilla,Mill.
47161719,2093,Habenaria,finetiana Schltr.
47161999,7501,Anoectochilus,roxburghii Wall.
47162098,33493,Epidendrum,secundum
47162379,4556,Dactylorhiza,Neck. ex
47162763,23529,Calanthe,puberula
47162802,39724,Pleurothallis,
47162851,4357,Platanthera,blephariglottis Willd.
47162855,4416,Platanthera,integrilabia Correll
47162857,4396,Platanthera,flava L.
48967176,18439,Dendrobium,wilsonii
49907701,29677,Maxillaria,acutifolia
49907861,23932,Polystachya,leucorhoda
49907893,6639,Achlydosa,glandulosa Schltr.
49948561,33068,Epidendrum,nocturnum
50293001,962,Paphiopedilum,areeanum O.
50294442,30315,Maxillaria,villosa
50296348,18789,Bulbophyllum,caudatum
50302886,23503,Calanthe,masuca
51554504,24822,Rhipidoglossum,arbonnieri
52191152,33972,Encyclia,gravida
52191182,40348,Pabstiella,ephemera
52191188,40431,Pabstiella,uniflora
52191554,25792,Trichoglottis,ramosa
52191579,25362,Vanda,curvifolia
52191587,24470,Campylocentrum,kuntzei
52191640,23457,Calanthe,delavayi
523028,20008,Bulbophyllum,plicatum
523540,20023,Bulbophyllum,porphyrostachys
523656,20025,Bulbophyllum,posticum
524261,18842,Bulbophyllum,clandestinum
524663,20055,Bulbophyllum,ptychantyx
52515766,34270,Cattleya,araguaiensis
52515927,31908,Epidendrum,acunae
52517073,7861,Myrosmodes,brevis Schltr.
527144,20093,Bulbophyllum,quadrisetum
527205,20096,Bulbophyllum,quasimodo
527394,20098,Bulbophyllum,radicans
527606,20113,Bulbophyllum,reevei
533290,20124,Bulbophyllum,renkinianum
556672,20387,Bulbophyllum,sulcatum
558278,20375,Bulbophyllum,subclavatum
558914,20137,Bulbophyllum,rhodoleucum
5910265,4494,Platanthera,tescamnis Sheviak
5919971,20653,Liparis,ambohimangana
5927381,20127,Bulbophyllum,restrepia
5927398,19415,Bulbophyllum,jumelleanum
5927502,18732,Bulbophyllum,bryophilum
5938701,24097,Angraecum,chermezonii
60964615,31974,Epidendrum,anceps
60964617,16438,Coelogyne,fuscescens
60964635,34591,Brassavola,martiana
60964637,34587,Brassavola,cucullata
60964645,15970,Tropidia,curculigoides
60964657,2602,Habenaria,stenopetala Lindl.
860273,20148,Bulbophyllum,rigidifilum
891310,20168,Bulbophyllum,rubiginosum
891693,20172,Bulbophyllum,rubrolabellum
985468,20201,Bulbophyllum,sandrangatense
985631,20206,Bulbophyllum,sanguineum
985646,20209,Bulbophyllum,santoense
985906,20213,Bulbophyllum,sarasinorum
986516,20225,Bulbophyllum,scaberulum
986658,20232,Bulbophyllum,sceliphron
986803,20249,Bulbophyllum,scopa
986879,20254,Bulbophyllum,scutiferum
987252,20276,Bulbophyllum,setigerum
987307,20294,Bulbophyllum,simile
987385,20333,Bulbophyllum,stabile
987462,20355,Bulbophyllum,stipulaceum
987514,20363,Bulbophyllum,streptotriche
987586,20388,Bulbophyllum,sulfureum
987746,20401,Bulbophyllum,tampoketsense
987754,20402,Bulbophyllum,tanystiche
989795,20419,Bulbophyllum,teretibulbum
989798,20420,Bulbophyllum,teretifolium
991205,20448,Bulbophyllum,toilliezae
991206,20449,Bulbophyllum,tokioi
991689,20519,Bulbophyllum,umbellatum
991705,20524,Bulbophyllum,undecifilum
992262,20545,Bulbophyllum,vanum
992528,20576,Bulbophyllum,vulcanicum
999814,20590,Bulbophyllum,wendlandianum
