id,scientific_name,genus,species,author,synonyms,common_names,created_at,updated_at
7236,Zeuxine goodyeroides Lindl.,Zeuxine,goodyeroides Lindl.,,,,2025-09-07 07:10:30.400216,2025-09-07 07:10:30.400219
7237,Zeuxine gracilis (Breda) Blume,Zeuxine,gracilis Breda,,,,2025-09-07 07:10:30.442621,2025-09-07 07:10:30.442623
7238,Zeuxine grandis Seidenf.,Zeuxine,grandis Seidenf.,,,,2025-09-07 07:10:30.484965,2025-09-07 07:10:30.484968
7239,Zeuxine hahensis J. J. Sm.,Zeuxine,hahensis J.,,,,2025-09-07 07:10:30.5273,2025-09-07 07:10:30.527302
7240,Zeuxine integrilabella C. S. Leou,Zeuxine,integrilabella C.,,,,2025-09-07 07:10:30.56973,2025-09-07 07:10:30.569731
7241,Zeuxine kutaiensis J. J. Sm.,Zeuxine,kutaiensis J.,,,,2025-09-07 07:10:30.611548,2025-09-07 07:10:30.61155
7242,Zeuxine lancifolia (Ames) Ormerod,Zeuxine,lancifolia Ames,,,,2025-09-07 07:10:30.653558,2025-09-07 07:10:30.65356
7243,Zeuxine leucoptera Schltr.,Zeuxine,leucoptera Schltr.,,,,2025-09-07 07:10:30.695704,2025-09-07 07:10:30.695705
7244,Zeuxine leytensis (Ames) Ames,Zeuxine,leytensis Ames,,,,2025-09-07 07:10:30.737683,2025-09-07 07:10:30.737684
7245,Zeuxine lindleyana A. N. Rao,Zeuxine,lindleyana A.,,,,2025-09-07 07:10:30.779552,2025-09-07 07:10:30.779553
7246,Zeuxine longilabris (Lindl.) Trimen,Zeuxine,longilabris Lindl.,,,,2025-09-07 07:10:30.821452,2025-09-07 07:10:30.821454
7247,Zeuxine lunulata P. J. Cribb & J. K. Bowden,Zeuxine,lunulata P.,,,,2025-09-07 07:10:30.863831,2025-09-07 07:10:30.863834
7248,Zeuxine macrorhyncha Schltr.,Zeuxine,macrorhyncha Schltr.,,,,2025-09-07 07:10:30.906435,2025-09-07 07:10:30.906438
7249,Zeuxine madagascariensis Schltr.,Zeuxine,madagascariensis Schltr.,,,,2025-09-07 07:10:30.948971,2025-09-07 07:10:30.948973
7250,Zeuxine marivelensis (Ames) Schltr.,Zeuxine,marivelensis Ames,,,,2025-09-07 07:10:30.991215,2025-09-07 07:10:30.991218
7251,Zeuxine membranacea Lindl.,Zeuxine,membranacea Lindl.,,,,2025-09-07 07:10:31.034921,2025-09-07 07:10:31.034925
7252,Zeuxine mindanaensis (Ames) Ormerod,Zeuxine,mindanaensis Ames,,,,2025-09-07 07:10:31.077501,2025-09-07 07:10:31.077504
7253,Zeuxine montana Schltr.,Zeuxine,montana Schltr.,,,,2025-09-07 07:10:31.119667,2025-09-07 07:10:31.11967
7254,Zeuxine mooneyi S. Misra,Zeuxine,mooneyi S.,,,,2025-09-07 07:10:31.162285,2025-09-07 07:10:31.162288
7255,Zeuxine nervosa (Wall. ex Lindl.) Benth. ex Trimen,Zeuxine,nervosa Wall.,,,,2025-09-07 07:10:31.204595,2025-09-07 07:10:31.204598
7256,Zeuxine oblonga R. S. Rogers & C. T. White,Zeuxine,oblonga R.,,,,2025-09-07 07:10:31.246837,2025-09-07 07:10:31.24684
7257,Zeuxine odorata Fukuy.,Zeuxine,odorata Fukuy.,,,,2025-09-07 07:10:31.28956,2025-09-07 07:10:31.289564
7258,Zeuxine ovalifolia L. Li & S. J. Li,Zeuxine,ovalifolia L.,,,,2025-09-07 07:10:31.331597,2025-09-07 07:10:31.3316
7259,Zeuxine ovata (Gaudich.) Garay & W. Kittr.,Zeuxine,ovata Gaudich.,,,,2025-09-07 07:10:31.373464,2025-09-07 07:10:31.373467
7260,Zeuxine palawensis Tuyama,Zeuxine,palawensis Tuyama,,,,2025-09-07 07:10:31.420209,2025-09-07 07:10:31.420212
7261,Zeuxine palustris Ridl.,Zeuxine,palustris Ridl.,,,,2025-09-07 07:10:31.462246,2025-09-07 07:10:31.462249
7262,Zeuxine papillosa Carr,Zeuxine,papillosa Carr,,,,2025-09-07 07:10:31.520211,2025-09-07 07:10:31.520214
7263,Zeuxine parviflora (Blume) J. J. Sm.,Zeuxine,parviflora Blume,,,,2025-09-07 07:10:31.562381,2025-09-07 07:10:31.562384
7264,Zeuxine parvifolia (Ridl.) K. Schum. & Fedde,Zeuxine,parvifolia Ridl.,,,,2025-09-07 07:10:31.604541,2025-09-07 07:10:31.604543
7265,Zeuxine petakensis J. J. Sm.,Zeuxine,petakensis J.,,,,2025-09-07 07:10:31.646563,2025-09-07 07:10:31.646566
7266,Zeuxine philippinensis (Ames) Ames,Zeuxine,philippinensis Ames,,,,2025-09-07 07:10:31.688333,2025-09-07 07:10:31.688336
7267,Zeuxine plantaginea (Rchb.f.) Benth. & Hook.f. ex Drake,Zeuxine,plantaginea Rchb.f.,,,,2025-09-07 07:10:31.730045,2025-09-07 07:10:31.730047
7268,Zeuxine pseudogracilis Ormerod,Zeuxine,pseudogracilis Ormerod,,,,2025-09-07 07:10:31.772384,2025-09-07 07:10:31.772387
7269,Zeuxine purpurascens Blume,Zeuxine,purpurascens Blume,,,,2025-09-07 07:10:31.814294,2025-09-07 07:10:31.814296
7270,Zeuxine reflexa King & Pantl.,Zeuxine,reflexa King,,,,2025-09-07 07:10:31.856161,2025-09-07 07:10:31.856163
7271,Zeuxine regia (Lindl.) Trimen,Zeuxine,regia Lindl.,,,,2025-09-07 07:10:31.898108,2025-09-07 07:10:31.898111
7272,Zeuxine reginasilvae Ormerod,Zeuxine,reginasilvae Ormerod,,,,2025-09-07 07:10:31.94042,2025-09-07 07:10:31.940423
7273,Zeuxine rolfeana King & Pantl.,Zeuxine,rolfeana King,,,,2025-09-07 07:10:31.988954,2025-09-07 07:10:31.988958
7274,Zeuxine rupestris Ridl.,Zeuxine,rupestris Ridl.,,,,2025-09-07 07:10:32.031397,2025-09-07 07:10:32.0314
7275,Zeuxine stammleri Schltr.,Zeuxine,stammleri Schltr.,,,,2025-09-07 07:10:32.074012,2025-09-07 07:10:32.074016
7276,Zeuxine stenophylla (Rchb.f.) Benth. & Hook.f. ex Drake,Zeuxine,stenophylla Rchb.f.,,,,2025-09-07 07:10:32.1164,2025-09-07 07:10:32.116403
7277,Zeuxine strateumatica (L.) Schltr.,Zeuxine,strateumatica L.,,,,2025-09-07 07:10:32.158353,2025-09-07 07:10:32.158355
7278,Zeuxine subquadrata Ormerod,Zeuxine,subquadrata Ormerod,,,,2025-09-07 07:10:32.203264,2025-09-07 07:10:32.203267
7279,Zeuxine tabiyahanensis Hayata,Zeuxine,tabiyahanensis Hayata,,,,2025-09-07 07:10:32.249855,2025-09-07 07:10:32.249859
7280,Zeuxine tabiyahanensis Hayata var. merrillii (Ames & Quisumb.) T. P. Lin,Zeuxine,tabiyahanensis Hayata,,,,2025-09-07 07:10:32.2944,2025-09-07 07:10:32.294403
7281,Zeuxine tenuifolia Tuyama,Zeuxine,tenuifolia Tuyama,,,,2025-09-07 07:10:32.342252,2025-09-07 07:10:32.342256
7282,Zeuxine tjiampeana J. J. Sm.,Zeuxine,tjiampeana J.,,,,2025-09-07 07:10:32.385261,2025-09-07 07:10:32.385264
7283,Zeuxine triangula J. J. Sm.,Zeuxine,triangula J.,,,,2025-09-07 07:10:32.427354,2025-09-07 07:10:32.427357
7284,Zeuxine vieillardii (Rchb.f.) Schltr.,Zeuxine,vieillardii Rchb.f.,,,,2025-09-07 07:10:32.469378,2025-09-07 07:10:32.469381
7285,Zeuxine vietnamica Aver.,Zeuxine,vietnamica Aver.,,,,2025-09-07 07:10:32.511548,2025-09-07 07:10:32.511551
7286,Zeuxine violascens (Blume) Ridl.,Zeuxine,violascens Blume,,,,2025-09-07 07:10:32.554559,2025-09-07 07:10:32.554562
7287,Zeuxine viridiflora (J. J. Sm.) J. J. Sm.,Zeuxine,viridiflora J.,,,,2025-09-07 07:10:32.608339,2025-09-07 07:10:32.608342
7288,Zeuxine wenzelii (Ames) Ormerod,Zeuxine,wenzelii Ames,,,,2025-09-07 07:10:32.650967,2025-09-07 07:10:32.650969
7289,Zeuxine yehii T. C. Hsu,Zeuxine,yehii T.,,,,2025-09-07 07:10:32.69598,2025-09-07 07:10:32.695983
7290,Hetaeria Blume,Hetaeria,Blume,,,,2025-09-07 07:10:32.738214,2025-09-07 07:10:32.738217
7291,Hetaeria affinis (Griff.) Seidenf. & Ormerod,Hetaeria,affinis Griff.,,,,2025-09-07 07:10:32.781777,2025-09-07 07:10:32.78178
7292,Hetaeria alta Ridl.,Hetaeria,alta Ridl.,,,,2025-09-07 07:10:32.823963,2025-09-07 07:10:32.823967
7293,Hetaeria anomala Lindl.,Hetaeria,anomala Lindl.,,,,2025-09-07 07:10:32.866296,2025-09-07 07:10:32.866299
7294,Hetaeria armata Ormerod & H. A. Pedersen,Hetaeria,armata Ormerod,,,,2025-09-07 07:10:32.909862,2025-09-07 07:10:32.909865
7295,Hetaeria baeuerlenii Schltr.,Hetaeria,baeuerlenii Schltr.,,,,2025-09-07 07:10:32.952151,2025-09-07 07:10:32.952154
7296,Hetaeria callosa (J. J. Sm.) Ormerod,Hetaeria,callosa J.,,,,2025-09-07 07:10:33.003923,2025-09-07 07:10:33.003926
7297,Hetaeria elata Hook.f.,Hetaeria,elata Hook.f.,,,,2025-09-07 07:10:33.052813,2025-09-07 07:10:33.052816
7298,Hetaeria elegans Ridl.,Hetaeria,elegans Ridl.,,,,2025-09-07 07:10:33.096569,2025-09-07 07:10:33.096572
7299,Hetaeria finlaysoniana Seidenf.,Hetaeria,finlaysoniana Seidenf.,,,,2025-09-07 07:10:33.142454,2025-09-07 07:10:33.142458
7300,Hetaeria goodyeroides Schltr.,Hetaeria,goodyeroides Schltr.,,,,2025-09-07 07:10:33.18724,2025-09-07 07:10:33.187243
7301,Hetaeria heterosepala (Rchb.f.) Summerh.,Hetaeria,heterosepala Rchb.f.,,,,2025-09-07 07:10:33.229778,2025-09-07 07:10:33.229782
7302,Hetaeria hylophiloides (Carr) Ormerod & J. J. Wood,Hetaeria,hylophiloides Carr,,,,2025-09-07 07:10:33.278475,2025-09-07 07:10:33.278479
7303,Hetaeria lamellata Blume,Hetaeria,lamellata Blume,,,,2025-09-07 07:10:33.325913,2025-09-07 07:10:33.325917
7304,Hetaeria latipetala Schltr.,Hetaeria,latipetala Schltr.,,,,2025-09-07 07:10:33.368851,2025-09-07 07:10:33.368854
7305,Hetaeria linguella (Carr) J. J. Wood & Ormerod,Hetaeria,linguella Carr,,,,2025-09-07 07:10:33.412429,2025-09-07 07:10:33.412432
7306,Hetaeria mannii (Rchb.f.) Benth. ex T. Durand & Schinz,Hetaeria,mannii Rchb.f.,,,,2025-09-07 07:10:33.454979,2025-09-07 07:10:33.454982
7307,Hetaeria obliqua Blume,Hetaeria,obliqua Blume,,,,2025-09-07 07:10:33.497553,2025-09-07 07:10:33.497556
7308,Hetaeria oblongifolia Blume,Hetaeria,oblongifolia Blume,,,,2025-09-07 07:10:33.539279,2025-09-07 07:10:33.539281
7309,Hetaeria occidentalis Summerh.,Hetaeria,occidentalis Summerh.,,,,2025-09-07 07:10:33.580897,2025-09-07 07:10:33.580899
7310,Hetaeria pelota N. Pearce & P. J. Cribb,Hetaeria,pelota N.,,,,2025-09-07 07:10:33.623196,2025-09-07 07:10:33.6232
7311,Hetaeria rhombipetala Ormerod & J. J. Wood,Hetaeria,rhombipetala Ormerod,,,,2025-09-07 07:10:33.665785,2025-09-07 07:10:33.665788
7312,Hetaeria rostrata J. J. Sm.,Hetaeria,rostrata J.,,,,2025-09-07 07:10:33.707813,2025-09-07 07:10:33.707816
7313,Hetaeria tetraptera (Rchb.f.) Summerh.,Hetaeria,tetraptera Rchb.f.,,,,2025-09-07 07:10:33.750039,2025-09-07 07:10:33.750042
7314,Hetaeria vaginalis Rchb.f.,Hetaeria,vaginalis Rchb.f.,,,,2025-09-07 07:10:33.79177,2025-09-07 07:10:33.791771
7315,Hetaeria whitmeei Rchb.f.,Hetaeria,whitmeei Rchb.f.,,,,2025-09-07 07:10:33.833827,2025-09-07 07:10:33.83383
7316,Hetaeria youngsayei Ormerod,Hetaeria,youngsayei Ormerod,,,,2025-09-07 07:10:33.875537,2025-09-07 07:10:33.87554
7317,Rhomboda Lindl.,Rhomboda,Lindl.,,,,2025-09-07 07:10:33.917353,2025-09-07 07:10:33.917356
7318,Rhomboda abbreviata (Lindl.) Ormerod,Rhomboda,abbreviata Lindl.,,,,2025-09-07 07:10:33.959465,2025-09-07 07:10:33.959468
7319,Rhomboda alticola (Schltr.) Ormerod,Rhomboda,alticola Schltr.,,,,2025-09-07 07:10:34.001542,2025-09-07 07:10:34.001546
7320,Rhomboda alticola (Schltr.) Ormerod var. finisterrae Ormerod,Rhomboda,alticola Schltr.,,,,2025-09-07 07:10:34.044035,2025-09-07 07:10:34.044038
7321,Rhomboda angustifolia (Carr) Ormerod,Rhomboda,angustifolia Carr,,,,2025-09-07 07:10:34.086395,2025-09-07 07:10:34.086398
7322,Rhomboda arunachalensis A. N. Rao,Rhomboda,arunachalensis A.,,,,2025-09-07 07:10:34.130557,2025-09-07 07:10:34.13056
7323,Rhomboda atrorubens (Schltr.) Ormerod,Rhomboda,atrorubens Schltr.,,,,2025-09-07 07:10:34.177022,2025-09-07 07:10:34.177027
7324,Rhomboda aurea (Aver.) Ormerod & Aver.,Rhomboda,aurea Aver.,,,,2025-09-07 07:10:34.220397,2025-09-07 07:10:34.220401
7325,Rhomboda blackii (Ames) Ormerod,Rhomboda,blackii Ames,,,,2025-09-07 07:10:34.262843,2025-09-07 07:10:34.262846
7326,Rhomboda cristata (Blume) Ormerod,Rhomboda,cristata Blume,,,,2025-09-07 07:10:34.304923,2025-09-07 07:10:34.304924
7327,Rhomboda dennisii Ormerod,Rhomboda,dennisii Ormerod,,,,2025-09-07 07:10:34.347233,2025-09-07 07:10:34.347236
7328,Rhomboda elbertii Ormerod,Rhomboda,elbertii Ormerod,,,,2025-09-07 07:10:34.389631,2025-09-07 07:10:34.389634
7329,Rhomboda fanjingensis Ormerod,Rhomboda,fanjingensis Ormerod,,,,2025-09-07 07:10:34.431689,2025-09-07 07:10:34.431692
7330,Rhomboda kerintjiensis (J. J. Sm.) Ormerod,Rhomboda,kerintjiensis J.,,,,2025-09-07 07:10:34.47387,2025-09-07 07:10:34.473872
7331,Rhomboda lanceolata (Lindl.) Ormerod,Rhomboda,lanceolata Lindl.,,,,2025-09-07 07:10:34.516061,2025-09-07 07:10:34.516064
7332,Rhomboda longifolia Lindl.,Rhomboda,longifolia Lindl.,,,,2025-09-07 07:10:34.584591,2025-09-07 07:10:34.584593
7333,Rhomboda minahassae (Schltr.) Ormerod,Rhomboda,minahassae Schltr.,,,,2025-09-07 07:10:34.626334,2025-09-07 07:10:34.626337
7334,Rhomboda monensis Odyuo,Rhomboda,monensis Odyuo,,,,2025-09-07 07:10:34.668435,2025-09-07 07:10:34.668437
7335,Rhomboda moulmeinensis (C. S. P. Parish & Rchb.f.) Ormerod,Rhomboda,moulmeinensis C.,,,,2025-09-07 07:10:34.710461,2025-09-07 07:10:34.710464
7336,Rhomboda obcordata Aver.,Rhomboda,obcordata Aver.,,,,2025-09-07 07:10:34.752511,2025-09-07 07:10:34.752514
7337,Rhomboda pauciflora (Ridl.) Ormerod,Rhomboda,pauciflora Ridl.,,,,2025-09-07 07:10:34.794176,2025-09-07 07:10:34.794178
7338,Rhomboda petelotii (Gagnep.) Ormerod,Rhomboda,petelotii Gagnep.,,,,2025-09-07 07:10:34.835903,2025-09-07 07:10:34.835905
7339,Rhomboda polygonoides (F. Muell.) Ormerod,Rhomboda,polygonoides F.,,,,2025-09-07 07:10:34.877511,2025-09-07 07:10:34.877513
7340,Rhomboda pulchra (King & Pantl.) Ormerod & Av. Bhattacharjee,Rhomboda,pulchra King,,,,2025-09-07 07:10:34.921482,2025-09-07 07:10:34.921483
7341,Rhomboda velutina (J. J. Sm.) Ormerod,Rhomboda,velutina J.,,,,2025-09-07 07:10:34.963433,2025-09-07 07:10:34.963437
7342,Rhomboda wardii Ormerod,Rhomboda,wardii Ormerod,,,,2025-09-07 07:10:35.005734,2025-09-07 07:10:35.005736
7343,Rhomboda weberi (Ames) Ormerod,Rhomboda,weberi Ames,,,,2025-09-07 07:10:35.048418,2025-09-07 07:10:35.048422
7344,Rhomboda yakusimensis (Masam.) Ormerod,Rhomboda,yakusimensis Masam.,,,,2025-09-07 07:10:35.090979,2025-09-07 07:10:35.090982
7345,Vrydagzynea Blume,Vrydagzynea,Blume,,,,2025-09-07 07:10:35.132923,2025-09-07 07:10:35.132926
7346,Vrydagzynea albida (Blume) Blume,Vrydagzynea,albida Blume,,,,2025-09-07 07:10:35.176401,2025-09-07 07:10:35.176404
7347,Vrydagzynea albostriata Schltr.,Vrydagzynea,albostriata Schltr.,,,,2025-09-07 07:10:35.218595,2025-09-07 07:10:35.218598
7348,Vrydagzynea angustisepala J. J. Sm.,Vrydagzynea,angustisepala J.,,,,2025-09-07 07:10:35.260808,2025-09-07 07:10:35.260812
7349,Vrydagzynea argentistriata Carr,Vrydagzynea,argentistriata Carr,,,,2025-09-07 07:10:35.303138,2025-09-07 07:10:35.303141
7350,Vrydagzynea argyrotaenia Schltr.,Vrydagzynea,argyrotaenia Schltr.,,,,2025-09-07 07:10:35.345351,2025-09-07 07:10:35.345354
7351,Vrydagzynea beccarii Schltr.,Vrydagzynea,beccarii Schltr.,,,,2025-09-07 07:10:35.38785,2025-09-07 07:10:35.387855
7352,Vrydagzynea bicostata Carr,Vrydagzynea,bicostata Carr,,,,2025-09-07 07:10:35.432389,2025-09-07 07:10:35.432393
7353,Vrydagzynea bractescens Ridl.,Vrydagzynea,bractescens Ridl.,,,,2025-09-07 07:10:35.475505,2025-09-07 07:10:35.475509
7354,Vrydagzynea brassii Ormerod,Vrydagzynea,brassii Ormerod,,,,2025-09-07 07:10:35.518201,2025-09-07 07:10:35.518204
7355,Vrydagzynea buruensis J. J. Sm.,Vrydagzynea,buruensis J.,,,,2025-09-07 07:10:35.560387,2025-09-07 07:10:35.560389
7356,Vrydagzynea buruensis J. J. Sm. var. tenera J. J. Sm.,Vrydagzynea,buruensis J.,,,,2025-09-07 07:10:35.602786,2025-09-07 07:10:35.602788
7357,Vrydagzynea celebica Schltr.,Vrydagzynea,celebica Schltr.,,,,2025-09-07 07:10:35.644827,2025-09-07 07:10:35.64483
7358,Vrydagzynea deliana J. J. Sm.,Vrydagzynea,deliana J.,,,,2025-09-07 07:10:35.686809,2025-09-07 07:10:35.68681
7359,Vrydagzynea elata Schltr.,Vrydagzynea,elata Schltr.,,,,2025-09-07 07:10:35.728985,2025-09-07 07:10:35.728989
7360,Vrydagzynea elongata Blume,Vrydagzynea,elongata Blume,,,,2025-09-07 07:10:35.771108,2025-09-07 07:10:35.771111
7361,Vrydagzynea endertii J. J. Sm.,Vrydagzynea,endertii J.,,,,2025-09-07 07:10:35.813195,2025-09-07 07:10:35.813198
7362,Vrydagzynea gracilis Blume,Vrydagzynea,gracilis Blume,,,,2025-09-07 07:10:35.855437,2025-09-07 07:10:35.855439
7363,Vrydagzynea grandis Ames & C. Schweinf.,Vrydagzynea,grandis Ames,,,,2025-09-07 07:10:35.897477,2025-09-07 07:10:35.89748
7364,Vrydagzynea guppyi Schltr.,Vrydagzynea,guppyi Schltr.,,,,2025-09-07 07:10:35.939537,2025-09-07 07:10:35.939539
7365,Vrydagzynea kerintjiensis J. J. Sm.,Vrydagzynea,kerintjiensis J.,,,,2025-09-07 07:10:35.981706,2025-09-07 07:10:35.981707
7366,Vrydagzynea lancifolia Ridl.,Vrydagzynea,lancifolia Ridl.,,,,2025-09-07 07:10:36.024006,2025-09-07 07:10:36.024008
7367,Vrydagzynea micronesiaca Schltr.,Vrydagzynea,micronesiaca Schltr.,,,,2025-09-07 07:10:36.065927,2025-09-07 07:10:36.065928
7368,Vrydagzynea neohibernica Schltr.,Vrydagzynea,neohibernica Schltr.,,,,2025-09-07 07:10:36.108079,2025-09-07 07:10:36.108096
7369,Vrydagzynea novaguineensis J. J. Sm.,Vrydagzynea,novaguineensis J.,,,,2025-09-07 07:10:36.150538,2025-09-07 07:10:36.150541
7370,Vrydagzynea nuda Blume,Vrydagzynea,nuda Blume,,,,2025-09-07 07:10:36.192653,2025-09-07 07:10:36.192656
7371,Vrydagzynea obliqua Schltr.,Vrydagzynea,obliqua Schltr.,,,,2025-09-07 07:10:36.236601,2025-09-07 07:10:36.236604
7372,Vrydagzynea paludosa J. J. Sm.,Vrydagzynea,paludosa J.,,,,2025-09-07 07:10:36.2795,2025-09-07 07:10:36.279503
7373,Vrydagzynea pauciflora J. J. Sm.,Vrydagzynea,pauciflora J.,,,,2025-09-07 07:10:36.322246,2025-09-07 07:10:36.322249
7374,Vrydagzynea pauciflora J. J. Sm. var. unistriata J. J. Sm.,Vrydagzynea,pauciflora J.,,,,2025-09-07 07:10:36.364996,2025-09-07 07:10:36.365
7375,Vrydagzynea purpurea Blume,Vrydagzynea,purpurea Blume,,,,2025-09-07 07:10:36.407072,2025-09-07 07:10:36.407075
7376,Vrydagzynea salomonensis Schltr.,Vrydagzynea,salomonensis Schltr.,,,,2025-09-07 07:10:36.449988,2025-09-07 07:10:36.449992
7377,Vrydagzynea samoana Schltr.,Vrydagzynea,samoana Schltr.,,,,2025-09-07 07:10:36.492566,2025-09-07 07:10:36.49257
7378,Vrydagzynea schumanniana Kraenzl.,Vrydagzynea,schumanniana Kraenzl.,,,,2025-09-07 07:10:36.535351,2025-09-07 07:10:36.535354
7379,Vrydagzynea semicordata J. J. Sm.,Vrydagzynea,semicordata J.,,,,2025-09-07 07:10:36.591437,2025-09-07 07:10:36.59144
7380,Vrydagzynea sessilifolia Ormerod,Vrydagzynea,sessilifolia Ormerod,,,,2025-09-07 07:10:36.633847,2025-09-07 07:10:36.633849
7381,Vrydagzynea suddeei Chuchuea & Seelanan,Vrydagzynea,suddeei Chuchuea,,,,2025-09-07 07:10:36.675555,2025-09-07 07:10:36.675557
7382,Vrydagzynea tilungensis J. J. Sm.,Vrydagzynea,tilungensis J.,,,,2025-09-07 07:10:36.717512,2025-09-07 07:10:36.717513
7383,Vrydagzynea triangularis Ormerod & J. J. Wood,Vrydagzynea,triangularis Ormerod,,,,2025-09-07 07:10:36.75942,2025-09-07 07:10:36.759421
7384,Vrydagzynea tristriata Ridl.,Vrydagzynea,tristriata Ridl.,,,,2025-09-07 07:10:36.801733,2025-09-07 07:10:36.801736
7385,Vrydagzynea truncicola Schltr.,Vrydagzynea,truncicola Schltr.,,,,2025-09-07 07:10:36.844192,2025-09-07 07:10:36.844195
7386,Vrydagzynea uncinata Blume,Vrydagzynea,uncinata Blume,,,,2025-09-07 07:10:36.886079,2025-09-07 07:10:36.886081
7387,Vrydagzynea vitiensis Rchb.f.,Vrydagzynea,vitiensis Rchb.f.,,,,2025-09-07 07:10:36.928306,2025-09-07 07:10:36.928307
7388,Vrydagzynea vrydagzynoides (Ames) Ormerod,Vrydagzynea,vrydagzynoides Ames,,,,2025-09-07 07:10:36.970376,2025-09-07 07:10:36.970378
7389,Vrydagzynea weberi Ames,Vrydagzynea,weberi Ames,,,,2025-09-07 07:10:37.012662,2025-09-07 07:10:37.012663
7390,Odontochilus Blume,Odontochilus,Blume,,,,2025-09-07 07:10:37.054823,2025-09-07 07:10:37.054825
7391,Odontochilus acalcaratus (Aver.) Ormerod,Odontochilus,acalcaratus Aver.,,,,2025-09-07 07:10:37.097026,2025-09-07 07:10:37.097028
7392,Odontochilus asraoa (J. Joseph & Abbar.) Ormerod,Odontochilus,asraoa J.,,,,2025-09-07 07:10:37.139435,2025-09-07 07:10:37.139438
7393,Odontochilus aureus Aver.,Odontochilus,aureus Aver.,,,,2025-09-07 07:10:37.181883,2025-09-07 07:10:37.181885
7394,Odontochilus bakhimensis (D. Maity,Odontochilus,bakhimensis D.,,,,2025-09-07 07:10:37.224419,2025-09-07 07:10:37.224423
7395,Odontochilus bilobuliferus (J. J. Sm.) T. Yukawa,Odontochilus,bilobuliferus J.,,,,2025-09-07 07:10:37.266791,2025-09-07 07:10:37.266795
7396,Odontochilus brachyscapus (Aver.,Odontochilus,brachyscapus Aver.,,,,2025-09-07 07:10:37.309369,2025-09-07 07:10:37.309372
7397,Odontochilus brevistylis ssp. brevistylis Hook.f.,Odontochilus,brevistylis ssp.,,,,2025-09-07 07:10:37.352214,2025-09-07 07:10:37.352216
7398,Odontochilus brevistylis ssp. candidus (T. P. Lin & C. C. Hsu) T. P. Lin,Odontochilus,brevistylis ssp.,,,,2025-09-07 07:10:37.39466,2025-09-07 07:10:37.394664
7399,Odontochilus buruensis Ormerod & Juswara,Odontochilus,buruensis Ormerod,,,,2025-09-07 07:10:37.436963,2025-09-07 07:10:37.436966
7400,Odontochilus chalmersii (Schltr.) T. Yukawa,Odontochilus,chalmersii Schltr.,,,,2025-09-07 07:10:37.479384,2025-09-07 07:10:37.479388
7401,Odontochilus chinensis (Rolfe) T. Yukawa,Odontochilus,chinensis Rolfe,,,,2025-09-07 07:10:37.522437,2025-09-07 07:10:37.522441
7402,Odontochilus clarkei Hook.f.,Odontochilus,clarkei Hook.f.,,,,2025-09-07 07:10:37.565135,2025-09-07 07:10:37.565137
7403,Odontochilus coerulescens (Schltr.) J. M. H. Shaw,Odontochilus,coerulescens Schltr.,,,,2025-09-07 07:10:37.608674,2025-09-07 07:10:37.608678
7404,Odontochilus crispus (Lindl.) Hook.f.,Odontochilus,crispus Lindl.,,,,2025-09-07 07:10:37.651177,2025-09-07 07:10:37.65118
7405,Odontochilus degeneri L. O. Williams,Odontochilus,degeneri L.,,,,2025-09-07 07:10:37.693652,2025-09-07 07:10:37.69366
7406,Odontochilus drymoglossifolius (Hayata) T. Yukawa,Odontochilus,drymoglossifolius Hayata,,,,2025-09-07 07:10:37.735927,2025-09-07 07:10:37.735929
7407,Odontochilus duplex (Holttum) Ormerod,Odontochilus,duplex Holttum,,,,2025-09-07 07:10:37.777877,2025-09-07 07:10:37.777879
7408,Odontochilus elongatus (Blume) J. M. H. Shaw,Odontochilus,elongatus Blume,,,,2025-09-07 07:10:37.819822,2025-09-07 07:10:37.819823
7409,Odontochilus elwesii (King & Pantl.) Clarke ex Hook.f.,Odontochilus,elwesii King,,,,2025-09-07 07:10:37.86195,2025-09-07 07:10:37.861954
7410,Odontochilus fimbriatus (J. J. Sm.) J. M. H. Shaw,Odontochilus,fimbriatus J.,,,,2025-09-07 07:10:37.904493,2025-09-07 07:10:37.904497
7411,Odontochilus gilesii (Ormerod) T. Yukawa,Odontochilus,gilesii Ormerod,,,,2025-09-07 07:10:37.94675,2025-09-07 07:10:37.946753
7412,Odontochilus glaber (Blume) T. Yukawa,Odontochilus,glaber Blume,,,,2025-09-07 07:10:37.989205,2025-09-07 07:10:37.989207
7413,Odontochilus gracilis (Blume) T. Yukawa,Odontochilus,gracilis Blume,,,,2025-09-07 07:10:38.031716,2025-09-07 07:10:38.031718
7414,Odontochilus grandiflorus (Lindl.) Benth. & Hook.f.,Odontochilus,grandiflorus Lindl.,,,,2025-09-07 07:10:38.073767,2025-09-07 07:10:38.073769
7415,Odontochilus guangdongensis S. C. Chen,Odontochilus,guangdongensis S.,,,,2025-09-07 07:10:38.115827,2025-09-07 07:10:38.115828
7416,Odontochilus hasseltii (Blume) J. J. Wood,Odontochilus,hasseltii Blume,,,,2025-09-07 07:10:38.157844,2025-09-07 07:10:38.157846
