genus,species,image_count,country_count,sources
Pleurothallis,dilemma,2,0,GBIF
Pleurothallis,eduardoi,2,0,GBIF
Dendrobium,tortitepalum,2,0,GBIF
Dendrobium,tenellum,2,0,Chris Howard Collection
Pleurothallis,holtonii,2,0,GBIF
Dendrobium,stenophytoides,2,0,GBIF
Dendrobium,spenceanum,2,0,GBIF
Pleurothallis,lenae,2,0,GBIF
Dendrobium,sinominutiflorum,2,0,GBIF
Dendrobium,singulare,2,1,GBIF
Pleurothallis,litotes,2,1,GBIF
Dendrobium,scorpionis,2,0,GBIF
Vanilla,wariensis Schltr.,2,1,GBIF
Pleurothallis,medinae,2,0,GBIF
Dendrobium,schinzii,2,0,GBIF
Pleurothallis,paquishae,2,0,GBIF
Pleurothallis,phratria,2,0,GBIF
Dendrobium,ruttenii,2,0,GBIF
Pleurothallis,platypetala,2,0,GBIF
Pleurothallis,pulcherrima,2,1,GBIF
Pleurothallis,pyelophera,2,0,GBIF
Dendrobium,refractum,2,1,GBIF
Dendrobium,rantii,2,0,GBIF
Pleurothallis,scaphipetala,2,0,GBIF
Pleurothallis,serricardia,2,1,GBIF
Dendrobium,protractum,2,0,GBIF
Dendrobium,procumbens,2,0,GBIF
Dendrobium,praemorsum,2,0,GBIF
Dendrobium,polyrhopalon,2,0,GBIF
Pleurothallis,veliformis,2,0,GBIF
Dendrobium,planicaule,2,0,GBIF
Pleurothallopsis,niesseniae,2,0,GBIF
Dendrobium,phragmitoides,2,0,GBIF
Plocoglottis,bokorensis,2,0,GBIF
Dendrobium,pergracile,2,0,GBIF
Dendrobium,percnanthum,2,0,GBIF
Plocoglottis,janowskii,2,1,GBIF
Plocoglottis,lobulata,2,0,GBIF
Dendrobium,patentissimum,2,0,GBIF
Plocoglottis,striata,2,0,GBIF
Podochilus,intermedius,2,1,GBIF
Dendrobium,ornatum,2,1,GBIF
Dendrobium,orientale,2,0,GBIF
Podochilus,klossii,2,0,GBIF
Dendrobium,obreniforme,2,0,GBIF
Podochilus,warianus,2,0,GBIF
Dendrobium,obcuneatum,2,0,GBIF
Dendrobium,nothofageti,2,0,GBIF
Pogoniopsis,schenkii,2,0,GBIF
Dendrobium,niueense,2,0,GBIF
Polycycnis,pfisteri,2,1,GBIF
Polycycnis,silvana,2,0,GBIF
Dendrobium,nabawanense,2,0,GBIF
Polystachya,asper,2,0,GBIF
Acianthera,thysana,2,0,GBIF
Dendrobium,moniliforme,2,0,Chris Howard Collection
Dendrobium,mambo,2,0,GBIF
Dendrobium,macrogenion,2,0,GBIF
Polystachya,candida,2,0,GBIF
Dendrobium,latipetalum,2,1,GBIF
Dendrobium,lamyaiae,2,0,Chris Howard Collection
Dendrobium,lamellatum,2,1,GBIF
Dendrobium,kuyperi,2,0,GBIF
Dendrobium,klossii,2,0,GBIF
Polystachya,geraensis,2,0,GBIF
Dendrobium,khanhoaense,2,0,GBIF
Dendrobium,kenepaiense,2,0,GBIF
Dendrobium,keithii,2,1,GBIF
Dendrobium,jennyanum,2,0,GBIF
Dendrobium,irinae,2,0,GBIF
Dendrobium,inconspicuum,2,0,GBIF
Dendrobium,hypopogon,2,0,GBIF
Dendrobium,humilicolle,2,0,GBIF
Dendrobium,hosei,2,1,GBIF
Dendrobium,hansmeyerense,2,1,GBIF
Dendrobium,halmaheirense,2,0,GBIF
Dendrobium,guerreroi,2,0,GBIF
Dendrobium,goilalae,2,0,GBIF
Polystachya,stodolnyi,2,0,GBIF
Dendrobium,fruticosum,2,0,GBIF
Dendrobium,dichrotropis,2,0,GBIF
Dendrobium,derekcabactulanii,2,0,GBIF
Dendrobium,curvisepalum,2,0,GBIF
Dendrobium,cuneatum,2,0,GBIF
Ponthieva,bicornuta C.,2,0,GBIF
Dendrobium,cucullitepalum,2,0,GBIF
Ponthieva,elata Schltr.,2,0,GBIF
Ponthieva,elegans Kraenzl.,2,0,GBIF
Ponthieva,garayana Dodson,2,0,GBIF
Ponthieva,hermiliae L.,2,0,GBIF
Ponthieva,nigricans Schltr.,2,0,GBIF
Dendrobium,corrugatilobum,2,0,GBIF
Dendrobium,correllianum,2,0,GBIF
Porpax,angustifolia,2,1,GBIF
Dendrobium,coloratum,2,0,GBIF
Porpax,dickasonii,2,0,GBIF
Dendrobium,caryicola,2,0,GBIF
Porroglossum,marcojimeneziorum,2,0,GBIF
Dendrobium,biloculare,2,0,GBIF
Dendrobium,bakoense,2,0,GBIF
Dendrobium,awormangae,2,1,GBIF
Acianthera,scalpricaulis,2,0,GBIF
Dendrobium,atavus,2,0,GBIF
Dendrobium,apiculiferum,2,0,GBIF
Dendrobium,aphyllum,2,0,Chris Howard Collection
Dendrobium,amphigenyum,2,1,GBIF
Dendrobium,amiengense,2,0,GBIF
Prasophyllum,gilgai,2,1,GBIF
Dendrobium,acuiferum,2,0,GBIF
Daiotyla,maculata,2,0,GBIF
Cyrtochilum,umbrosum,2,0,GBIF
Cyrtochilum,tucumanense,2,0,GBIF
Cyrtochilum,schildhaueri,2,0,GBIF
Prasophyllum,venustum,2,1,GBIF
Prasophyllum,venustum D.,2,0,GBIF
Cyrtochilum,insculptum,2,0,GBIF
Cyrtochilum,gracile,2,1,GBIF
Cyrtochilum,decolorans,2,0,GBIF
Cyrtochilum,davisii,2,0,GBIF
Cyrtochilum,compactum,2,0,GBIF
Cyrtochilum,befortianum,2,0,GBIF
Cypripedium,sichuanense Perner,2,0,GBIF
Prosthechea,faresiana,2,0,GBIF
Cypripedium,dickinsonianum Hágsater,2,2,GBIF
Cynorkis,volombato Bosser,2,0,GBIF
Cynorkis,tenuicalcar ssp.,2,0,GBIF
Cynorkis,summerhayesiana Geerinck,2,0,GBIF
Cynorkis,sagittata H.,2,0,GBIF
Cynorkis,parvula Schltr.,2,0,GBIF
Prosthechea,jauana,2,0,GBIF
Cynorkis,mesophylla Schltr.,2,0,GBIF
Cynorkis,leandriana H.,2,0,GBIF
Cynorkis,ericophila H.,2,0,GBIF
Cynorkis,ambondrombensis Boiteau,2,0,GBIF
Pseuderia,ledermannii,2,0,GBIF
Pseuderia,micronesiaca,2,1,GBIF
Pseudocentrum,kayi Szlach.,2,0,GBIF
Cymbidium,banaense,2,0,GBIF
Cylindrolobus,pseudorigidus,2,0,GBIF
Cylindrolobus,pseudoclavicaulis,2,0,GBIF
Pseudovanilla,affinis J.,2,1,GBIF
Pseudovanilla,anomala Ames,2,1,GBIF
Cylindrolobus,lactiflorus,2,0,GBIF
Pseudovanilla,ternatensis J.,2,1,GBIF
Psilochilus,alicjae,2,0,GBIF
Pterichis,bangii Rolfe,2,1,GBIF
Cylindrolobus,erythrostictus,2,0,GBIF
Pterichis,lehmanniana Kolan.,2,0,GBIF
Pterichis,saundersii Kolan.,2,0,GBIF
Pteroceras,biserratum,2,0,GBIF
Pteroglossa,euphlebia,2,0,GBIF
Acianthera,ruizii,2,1,GBIF
Cyclopogon,eugenii,2,0,GBIF
Crossoglossa,steinii,2,1,GBIF
Crossoglossa,oliveirae,2,0,GBIF
Crossoglossa,liparidoides,2,0,GBIF
Crossoglossa,harlingii,2,0,GBIF
Pterostylis,brunneola,2,1,GBIF
Crossoglossa,elliptica,2,0,GBIF
Crossoglossa,chocoensis,2,0,GBIF
Crepidium,undulatum,2,0,GBIF
Crepidium,tjiwideiense,2,0,GBIF
Crepidium,sichuanicum,2,0,GBIF
Acianthera,rodrigoi,2,0,GBIF
Crepidium,quadridentatum,2,0,GBIF
Crepidium,protractum,2,0,GBIF
Crepidium,parryae,2,0,GBIF
Crepidium,merrillii,2,0,GBIF
Vrydagzynea,pauciflora J.,2,0,GBIF
Crepidium,mambulilingense,2,0,GBIF
Crepidium,leucodon,2,0,GBIF
Crepidium,grandiflorum,2,0,GBIF
Pterostylis,petiolata D.,2,0,GBIF
Crepidium,chamaeorchis,2,1,GBIF
Crepidium,bidentiferum,2,0,GBIF
Cranichis,popayanensis,2,0,GBIF
Cranichis,ovatilabia Schltr.,2,0,GBIF
Cranichis,neglecta Szlach.,2,0,GBIF
Cranichis,macroblepharis Rchb.f.,2,0,GBIF
Cranichis,juajibioyi,2,0,GBIF
Cranichis,carlos-parrae,2,0,GBIF
Corycium,tricuspidatum Bolus,2,1,GBIF
Pterostylis,taurus,2,0,GBIF
Corybas,umbrosus,2,1,GBIF
Coryanthes,albertinae,2,0,GBIF
Comparettia,serrilabia,2,0,GBIF
Comparettia,neudeckeri,2,0,GBIF
Acianthera,pollardiana,2,0,GBIF
Restrepia,echinata,2,0,GBIF
Warczewiczella,lobata,2,0,GBIF
Comparettia,hirtzii,2,0,GBIF
Comparettia,granizoi,2,0,GBIF
Restrepia,piperitosa,2,0,GBIF
Comparettia,gentryi,2,0,GBIF
Comparettia,bigibbosa,2,0,GBIF
Collabium,bicameratum,2,0,GBIF
Acianthera,phrynoglossa,2,0,GBIF
Coelogyne,taeniophylla,2,0,GBIF
Acianthera,pendens,2,0,GBIF
Rhomboda,pulchra,2,0,GBIF
Coelogyne,spathulata,2,1,GBIF
Coelogyne,saccata,2,0,GBIF
Coelogyne,ruidianensis,2,0,GBIF
Coelogyne,remota,2,1,GBIF
Coelogyne,remediosae,2,0,GBIF
Coelogyne,quisumbingiana,2,0,GBIF
Acianthera,paradoxa,2,0,GBIF
Coelogyne,pantlingii,2,0,GBIF
Robiquetia,serpentina,2,0,GBIF
Acianthera,pacayana,2,0,GBIF
Rodriguezia,delcastilloi,2,0,GBIF
Rodriguezia,dressleriana,2,0,GBIF
Coelogyne,malintangensis,2,0,GBIF
Coelogyne,magaensis,2,0,GBIF
Coelogyne,macroptera,2,0,GBIF
Coelogyne,longipedicellata,2,0,GBIF
Coelogyne,longibulba,2,1,GBIF
Coelogyne,lewisii,2,0,GBIF
Coelogyne,latibrachiata,2,2,GBIF
Sarcanthopsis,quaifei,2,0,GBIF
Xylobium,aurantiacum,2,0,GBIF
Coelogyne,karoensis,2,0,GBIF
Acianthera,omissa,2,0,GBIF
Sarcoglottis,degranvillei,2,0,GBIF
Acianthera,murexoidea,2,0,GBIF
Coelogyne,devoogdii,2,0,GBIF
Coelogyne,devogelii,2,0,GBIF
Coelogyne,contractipetala,2,0,GBIF
Coelogyne,coccinea,2,0,GBIF
Coelogyne,basalis,2,0,GBIF
Clowesia,scurra,2,0,GBIF
xOrchinea,x,2,1,GBIF
Clowesia,arevaloi,2,0,GBIF
Cleistes,tamboana Dodson,2,1,GBIF
Cleistes,parviflora Lindl.,2,1,GBIF
Cleistes,paludosa Rchb.f.,2,2,GBIF
Acianthera,kateora,2,0,GBIF
Cleistes,lehmannii Kraenzl.,2,1,GBIF
Xylobium,wilhelminae,2,0,GBIF
Cleisostoma,strongyloides,2,0,GBIF
Cleisostoma,buruense,2,1,GBIF
Chroniochilus,minimus,2,0,GBIF
Acianthera,henrici,2,0,GBIF
Chondroscaphe,escobariana,2,0,GBIF
Scaphosepalum,ximenae,2,0,GBIF
Chloraea,subpandurata Hauman,2,0,GBIF
Scaphyglottis,bicallosa,2,0,GBIF
Chiloschista,sweelimii,2,0,GBIF
Chiloschista,lindstroemii,2,0,GBIF
Chiloglottis,truncata,2,1,GBIF
Cheirostylis,moniliformis Griff.,2,0,GBIF
Chamaegastrodia,shikokiana Makino,2,0,GBIF
Scaphyglottis,felskyi,2,0,GBIF
Ceratostylis,tricallifera,2,0,GBIF
Ceratostylis,selebensis,2,0,GBIF
Ceratostylis,sarasinorum,2,0,GBIF
Ceratostylis,rivularis,2,0,GBIF
Ceratostylis,pleurothallis,2,0,GBIF
Ceratostylis,mamberamensis,2,1,GBIF
Ceratostylis,ficinioides,2,0,GBIF
Schiedeella,pandurata,2,0,GBIF
Ceratostylis,clavata,2,0,GBIF
Schoenorchis,brevirachis,2,0,GBIF
Acianthera,esmeraldae,2,0,GBIF
Ceratostylis,brevicostata,2,0,GBIF
Selenipedium,aucourdianum Sambin,2,1,GBIF
Ceratostylis,angiensis,2,0,GBIF
Ceratandra,venosa Lindl.,2,1,GBIF
Serapias,x cortoghianae,2,2,iNaturalist
Acianthera,compressicaulis,2,2,GBIF
Cattleya,walkeriana,2,0,Roberta Fox Collection
Cattleya,munchowiana,2,1,GBIF
Cattleya,maxima,2,0,Roberta Fox Collection
Cattleya,luteola,2,2,GBIF
Cattleya,harrisoniana,2,0,Roberta Fox Collection
Cattleya,blumenscheinii,2,0,GBIF
Cattleya,bicolor,2,1,"GBIF,Roberta Fox Collection"
Sobralia,kermesina,2,0,GBIF
Catasetum,denticulatum,2,1,GBIF
Catasetum,deltoideum,2,0,GBIF
Campylocentrum,microphyllum,2,0,GBIF
Calochilus,richiae Nicholls,2,1,GBIF
Calanthe,womersleyi,2,1,GBIF
Calanthe,trifida,2,0,GBIF
Spathoglottis,bulbosa,2,0,GBIF
Calanthe,polyantha,2,0,GBIF
Spathoglottis,kenejiae,2,0,GBIF
Calanthe,pauciverrucosa,2,0,GBIF
Calanthe,obreniformis,2,0,GBIF
Calanthe,goodenoughiana,2,0,GBIF
Calanthe,finisterrae,2,0,GBIF
Calanthe,burkei,2,0,GBIF
Calanthe,brassii,2,0,GBIF
Specklinia,areldii,2,0,GBIF
Specklinia,brighamella,2,0,GBIF
Caladenia,thysanochila G.,2,0,GBIF
Aa,riobambae,2,0,GBIF
Caladenia,pilotensis D.,2,0,GBIF
Caladenia,pholcoidea ssp.,2,1,GBIF
Caladenia,longifimbriata,2,0,GBIF
Caladenia,atroclavia D.,2,0,GBIF
Bulbophyllum,xanthoacron,2,0,GBIF
Bulbophyllum,undecifilum,2,0,GBIF
Bulbophyllum,trongsaense,2,0,GBIF
Bulbophyllum,tricolor,2,0,GBIF
Bulbophyllum,surigaense,2,0,GBIF
Stelis,applanata,2,1,GBIF
Stelis,apposita,2,0,GBIF
Bulbophyllum,suavissimum,2,1,GBIF
Bulbophyllum,stenurum,2,0,GBIF
Aa,maderoi,2,1,GBIF
Bulbophyllum,stenochilum,2,1,GBIF
Stelis,bracteosa,2,0,GBIF
Stelis,brenneri,2,0,GBIF
Stelis,brevissimicaudata,2,0,GBIF
Stelis,brunnea,2,2,GBIF
Bulbophyllum,sphaerobulbum,2,0,GBIF
Stelis,celsa,2,0,GBIF
Stelis,choerorhyncha,2,0,GBIF
Bulbophyllum,similissimum,2,0,GBIF
Stelis,cuatrecasasii,2,0,GBIF
Bulbophyllum,schizopetalum,2,1,GBIF
Acianthera,butcheri,2,1,GBIF
Stelis,decurrens,2,0,GBIF
Stelis,delicata,2,0,GBIF
Bulbophyllum,scaphiforme,2,0,GBIF
Bulbophyllum,sawiense,2,0,GBIF
Bulbophyllum,sarcophylloides,2,0,GBIF
Stelis,discophylla,2,0,GBIF
Bulbophyllum,sarawaketense,2,0,GBIF
Stelis,elatissima,2,0,GBIF
Stelis,esmeraldae,2,0,GBIF
Bulbophyllum,saccoglossum,2,0,GBIF
Stelis,eudialema,2,0,GBIF
Bulbophyllum,roseum,2,0,GBIF
Acianthera,breedlovei,2,2,"GBIF,iNaturalist"
Bulbophyllum,rictorium,2,0,GBIF
Stelis,jimburae,2,0,GBIF
Stelis,jurisdixii,2,0,GBIF
Stelis,lanata,2,0,GBIF
Bulbophyllum,renipetalum,2,1,GBIF
Bulbophyllum,quasimodo,2,0,GBIF
Stelis,longirepens,2,0,GBIF
Stelis,mandoniana,2,0,GBIF
Bulbophyllum,pyroglossum,2,0,GBIF
Stelis,megaloglossa,2,0,GBIF
Stelis,memorialis,2,0,GBIF
Bulbophyllum,pseudoserrulatum,2,0,GBIF
Bulbophyllum,pseudohydra,2,2,GBIF
Stelis,mnemonica,2,0,GBIF
Stelis,monicae,2,0,GBIF
Bulbophyllum,pleurothalloides,2,0,GBIF
Bulbophyllum,pleurothallidanthum,2,1,GBIF
Stelis,neudeckeri,2,0,GBIF
Bulbophyllum,pinelianum,2,2,GBIF
Bulbophyllum,petrae,2,1,GBIF
Stelis,orectopus,2,0,GBIF
Stelis,panguiensis,2,0,GBIF
Stelis,papillifera,2,1,GBIF
Stelis,parvipetala,2,0,GBIF
Bulbophyllum,pentaneurum,2,0,GBIF
Stelis,porpax,2,0,GBIF
Bulbophyllum,pallens,2,0,GBIF
Stelis,preclara,2,0,GBIF
Stelis,purpurella,2,0,GBIF
Stelis,pycnochila,2,0,GBIF
Stelis,ramificans,2,0,GBIF
Bulbophyllum,obovatifolium,2,0,GBIF
Stelis,rufescens,2,0,GBIF
Bulbophyllum,mystax,2,0,GBIF
Acianthera,binotii,2,1,GBIF
Stelis,siphonantha,2,0,GBIF
Stelis,soratana,2,0,GBIF
Stelis,strictissima,2,0,GBIF
Stelis,undecimi,2,0,GBIF
Bulbophyllum,marovoense,2,0,GBIF
Bulbophyllum,manarae,2,0,GBIF
Stelis,villifera,2,0,GBIF
Acianthera,biceps,2,1,GBIF
Acianthera,angustisepala,2,1,GBIF
Zeuxine,rolfeana,2,0,GBIF
Bulbophyllum,macrorhopalon,2,1,GBIF
Bulbophyllum,luteopurpureum,2,0,GBIF
Bulbophyllum,longissimum,2,0,GBIF
Zeuxine,rolfeana King,2,1,GBIF
Stenia,stenioides,2,0,GBIF
Bulbophyllum,lipense,2,0,GBIF
Bulbophyllum,linearifolium,2,0,GBIF
Bulbophyllum,ledungense,2,0,GBIF
Bulbophyllum,lancisepalum,2,0,GBIF
Bulbophyllum,korimense,2,0,GBIF
Stichorkis,gautierensis,2,0,GBIF
Stichorkis,gibbsiae,2,0,GBIF
Stichorkis,kemulensis,2,0,GBIF
Stichorkis,kerintjiensis,2,1,GBIF
Acianthera,alainii,2,1,GBIF
Stichorkis,loliacea,2,0,GBIF
Bulbophyllum,kanburiense,2,0,GBIF
Bulbophyllum,jolandae,2,1,GBIF
Bulbophyllum,indragiriense,2,0,GBIF
Stichorkis,trullifera,2,0,GBIF
Bulbophyllum,incumbens,2,0,GBIF
Bulbophyllum,incommodum,2,0,GBIF
Bulbophyllum,impar,2,0,GBIF
Stigmatodactylus,croftianus Kores,2,0,GBIF
Bulbophyllum,ignevenosum,2,0,GBIF
Zeuxine,tjiampeana J.,2,0,GBIF
Bulbophyllum,hatusimanum,2,0,GBIF
Bulbophyllum,hans-meyeri,2,0,GBIF
Styloglossum,lancilabre,2,0,GBIF
Bulbophyllum,halconense,2,0,GBIF
Bulbophyllum,gymnothema,2,0,GBIF
Taeniophyllum,alatum,2,0,GBIF
Taeniophyllum,amboinense,2,0,GBIF
Bulbophyllum,flavum,2,0,GBIF
Bulbophyllum,flagellare,2,0,GBIF
Taeniophyllum,merrillii,2,0,GBIF
Bulbophyllum,fendlerianum,2,0,GBIF
Taeniophyllum,neopommeranicum,2,0,GBIF
Bulbophyllum,fallax,2,0,GBIF
Bulbophyllum,fallacinum,2,0,GBIF
Bulbophyllum,erythrostachyum,2,0,GBIF
Bulbophyllum,erythroglossum,2,0,GBIF
Bulbophyllum,ellipticifolium,2,1,GBIF
Tainia,marmorata,2,0,GBIF
Bulbophyllum,elaphoglossum,2,1,GBIF
Teagueia,teaguei,2,0,GBIF
Bulbophyllum,divergens,2,0,GBIF
Telipogon,asuayanus,2,0,GBIF
Telipogon,campoverdei,2,1,GBIF
Bulbophyllum,decurviscapum,2,1,GBIF
Telipogon,chrysocrates,2,0,GBIF
Telipogon,distantiflorus,2,0,GBIF
Bulbophyllum,cyclophoroides,2,0,GBIF
Bulbophyllum,cyclopense,2,0,GBIF
Bulbophyllum,cruciferum,2,0,GBIF
Telipogon,maduroi,2,0,GBIF
Telipogon,medusae,2,0,GBIF
Bulbophyllum,crassicaudatum,2,0,GBIF
Bulbophyllum,coweniorum,2,0,GBIF
Telipogon,ortizii,2,0,GBIF
Bulbophyllum,comptonii,2,1,GBIF
Telipogon,paucartambensis,2,0,GBIF
Bulbophyllum,compressilabellatum,2,0,GBIF
Telipogon,urceolatus,2,0,GBIF
Bulbophyllum,catillus,2,0,GBIF
Bulbophyllum,brachytriche,2,0,GBIF
Bulbophyllum,barbigerum,2,1,GBIF
Bulbophyllum,auritum,2,1,GBIF
Bulbophyllum,adenoblepharon,2,0,GBIF
Bryobium,subclausum,2,0,GBIF
Broughtonia,sanguinea,2,0,Roberta Fox Collection
Brassia,escobariana,2,0,GBIF
Brassavola,caraiensis,2,0,GBIF
Brachycorythis,mixta Summerh.,2,0,GBIF
Brachionidium,rugosum,2,0,GBIF
Brachionidium,meridense,2,0,GBIF
Brachionidium,lucanoideum,2,0,GBIF
Brachionidium,ingramii,2,0,GBIF
Brachionidium,escobarii,2,0,GBIF
Thrixspermum,kocyanii,2,0,GBIF
Thrixspermum,rolfei,2,0,GBIF
Brachionidium,capillare,2,0,GBIF
Blepharoglossum,trichechum,2,0,GBIF
Blepharoglossum,latifolium,2,1,GBIF
Blepharoglossum,bontocense,2,0,GBIF
Trachoma,coarctatum,2,0,GBIF
Benthamia,longecalceata H.,2,0,GBIF
Benthamia,dauphinensis Rolfe,2,0,GBIF
Trichocentrum,bellanianum,2,0,GBIF
Baskervilla,boliviana T.,2,0,GBIF
Trichocentrum,croizatii,2,0,GBIF
Atopoglossum,excentricum,2,0,GBIF
Trichocentrum,macrocebolletum,2,0,GBIF
Trichocentrum,neudeckeri,2,0,GBIF
Arachnis,seramensis,2,0,GBIF
Arachnis,longisepala,2,0,GBIF
Appendicula,seranica,2,0,GBIF
Trichocentrum,ultrajectinum,2,2,iNaturalist
Appendicula,malindangensis,2,1,GBIF
Appendicula,furfuracea,2,0,GBIF
Appendicula,cyphochiloides,2,0,GBIF
Appendicula,babiensis,2,0,GBIF
Aphyllorchis,sumatrana,2,0,GBIF
Trichopilia,aenigma,2,0,GBIF
Anoectochilus,lylei Rolfe,2,1,GBIF
Anoectochilus,kinabaluensis,2,0,GBIF
Anguloa,dubia,2,0,GBIF
Trichosalpinx,cryptantha,2,0,GBIF
Trichosalpinx,trachystoma,2,0,GBIF
Trichosalpinx,triangulipetala,2,0,GBIF
Zygosepalum,ballii,2,0,GBIF
Trichotosia,canaliculata,2,0,GBIF
Angraecum,serpens,2,0,GBIF
Trichotosia,gjellerupii,2,1,GBIF
Trichotosia,hapalostachys,2,1,GBIF
Angraecum,sambiranoense,2,0,GBIF
Trichotosia,rubiginosa,2,0,GBIF
Trichotosia,rufa,2,0,GBIF
Angraecum,egertonii,2,0,GBIF
Angraecum,atlanticum,2,0,GBIF
Angraecum,astroarche,2,0,GBIF
Zygostates,cornigera,2,0,GBIF
Angraecum,affine,2,0,GBIF
Angraecopsis,cryptantha,2,0,GBIF
Trisetella,gemmata,2,0,GBIF
Andreettaea,megalops,2,0,GBIF
Tropidia,multinervis,2,1,GBIF
Andreettaea,infinita,2,0,GBIF
Andreettaea,claviculata,2,0,GBIF
Andinia,pentamytera,2,0,GBIF
Andinia,monilia,2,0,GBIF
Andinia,lappacea,2,0,GBIF
Andinia,catella,2,0,GBIF
Andinia,cardiocheila,2,0,GBIF
Anathallis,tigridens,2,0,GBIF
Anathallis,ricii,2,0,GBIF
Anathallis,paranapiacabensis,2,0,GBIF
Vanda,lamellata,2,2,GBIF
Anathallis,jamaicensis,2,0,GBIF
Vanda,motesiana,2,0,GBIF
Anathallis,humilis,2,0,GBIF
Anathallis,adrianae,2,0,GBIF
Vanda,vietnamica,2,0,GBIF
Acanthophippium,curtisii,2,0,GBIF
Anacamptis,x olida,2,0,GBIF
Vanilla,andamanica Rolfe,2,1,GBIF
Zygostates,obliqua,2,0,GBIF
Alatiliparis,aptenodytes,2,0,GBIF
Agrostophyllum,urdanetae,2,0,GBIF
xAnacamptorchis,x,2,1,GBIF
Vanilla,bertoniensis Bertoni,2,1,GBIF
Vanilla,costaricensis Soto,2,2,GBIF
Agrostophyllum,formosanum,2,0,GBIF
Agrostophyllum,fibrosum,2,0,GBIF
Agrostophyllum,elmeri,2,0,GBIF
Vanilla,espondae Soto,2,1,GBIF
Malaxis,henanensis,2,2,iNaturalist
Macropodanthus,sabahensis,2,0,GBIF
Malaxis,zempoalensis,2,0,GBIF
Masdevallia,abbreviata,2,1,GBIF
Masdevallia,aguirrei,2,0,GBIF
Masdevallia,akemiana,2,0,GBIF
Macropodanthus,philippinensis,2,0,GBIF
Masdevallia,anceps,2,0,GBIF
Macroclinium,pachybulbon,2,0,GBIF
Macroclinium,lilacinum,2,0,GBIF
Macroclinium,christensonii,2,0,GBIF
Masdevallia,bourdetteana,2,0,GBIF
Masdevallia,brockmuelleri,2,0,GBIF
Masdevallia,burianii,2,0,GBIF
Macodes,megalantha Ormerod,2,0,GBIF
Macodes,celebica Rolfe,2,0,GBIF
Lycaste,viridescens,2,0,GBIF
Masdevallia,cocapatae,2,0,GBIF
Lycaste,occulta,2,0,GBIF
Lycaste,mathiasiae,2,0,GBIF
Masdevallia,crescenticola,2,0,GBIF
Masdevallia,dalstroemii,2,0,GBIF
Masdevallia,delhierroi,2,0,GBIF
Masdevallia,ejiriana,2,0,GBIF
Luisia,cordatilabia,2,0,GBIF
Luisia,cantharis,2,0,GBIF
Masdevallia,gnoma,2,0,GBIF
Masdevallia,helgae,2,0,GBIF
Lockhartia,odontochila,2,0,GBIF
Masdevallia,hystrix,2,0,GBIF
Liparis,trulliformis,2,0,GBIF
Masdevallia,lewisii,2,0,GBIF
Masdevallia,martineae,2,0,GBIF
Masdevallia,martiniana,2,0,GBIF
Masdevallia,mascarata,2,0,GBIF
Masdevallia,odontopetala,2,0,GBIF
Masdevallia,ova-avis,2,0,GBIF
Liparis,heliophila,2,0,GBIF
Masdevallia,pollux,2,0,GBIF
Masdevallia,portillae,2,0,GBIF
Liparis,atrosanguinea,2,1,GBIF
Liparis,assamica,2,0,GBIF
Masdevallia,rugosilabia,2,0,GBIF
Masdevallia,sanctae-fidei,2,0,GBIF
Masdevallia,scandens,2,1,GBIF
Liparis,affinis,2,0,GBIF
Masdevallia,sertula,2,0,GBIF
Masdevallia,solomonii,2,0,GBIF
Masdevallia,stirpis,2,0,GBIF
Masdevallia,truncata,2,0,GBIF
Masdevallia,velella,2,0,GBIF
Lepanthes,zapatae,2,0,GBIF
Masdevallia,venus,2,0,GBIF
Masdevallia,virgo-cuencae,2,0,GBIF
Masdevallia,wuerstlei,2,0,GBIF
Phalaenopsis,buyssoniana,1,0,GBIF
Coelogyne,teleensis,1,0,GBIF
Coelogyne,talangana,1,1,GBIF
Coelogyne,talamauensis,1,0,GBIF
Mormodes,oceloteoides,1,0,GBIF
Phalaenopsis,bellina,1,0,GBIF
Coelogyne,sulawesiensis,1,0,GBIF
Coelogyne,subfusca,1,0,GBIF
Epidendrum,cocuyense,1,1,GBIF
Epidendrum,constricolumna,1,0,GBIF
Epidendrum,cornicallosum,1,0,GBIF
Rhomboda,angustifolia Carr,1,0,GBIF
Ida,ejirii,1,0,GBIF
Epidendrum,croatii,1,0,GBIF
Rhomboda,kerintjiensis J.,1,0,GBIF
Coelogyne,steenisii,1,0,GBIF
Mormodes,densiflora,1,0,GBIF
Phaius,indochinensis,1,1,GBIF
Rhomboda,wardii Ormerod,1,0,GBIF
Trevoria,chloris,1,0,GBIF
Epidendrum,cucullatum,1,0,GBIF
Mormodes,castroi,1,0,GBIF
Trichocentrum,allenii,1,0,GBIF
Pescatoria,russeliana,1,0,GBIF
Coelogyne,richardsii,1,1,GBIF
Lepanthopsis,calva,1,0,GBIF
Rhynchostele,ureskinneri,1,0,GBIF
Lepanthes,volador,1,0,GBIF
Epidendrum,delcastilloi,1,0,GBIF
Lepanthes,teaguei,1,0,GBIF
Coelogyne,quadricarinata,1,1,GBIF
Coelogyne,pseudoscripta,1,0,GBIF
Pescatoria,coronaria,1,0,GBIF
Coelogyne,prodigiosa,1,0,GBIF
Coelogyne,phuhinrongklaensis,1,1,GBIF
Trichocentrum,brenesii,1,0,GBIF
Coelogyne,papillitepala,1,0,GBIF
Robiquetia,flexa,1,0,GBIF
