genus,species,image_count,country_count,sources
Mormodes,auriculata,1,0,GBIF
Peristylus,tricallosus J.,1,1,GBIF
Robiquetia,hansenii,1,0,GBIF
Peristylus,timorensis Ridl.,1,0,GBIF
Robiquetia,kawakamii,1,0,GBIF
Peristylus,staminodiatus Schltr.,1,0,GBIF
Robiquetia,minahassae,1,0,GBIF
Coelogyne,panduriformis,1,0,GBIF
Ixyophora,carinata,1,0,GBIF
Coelogyne,ovata,1,0,GBIF
Epidendrum,dialyrhombicum,1,1,GBIF
Epidendrum,diphyllum,1,0,GBIF
Robiquetia,wassellii,1,1,GBIF
Epidendrum,dwyeri,1,0,GBIF
Baskervilla,machupicchuensis,1,0,GBIF
Coelogyne,naja,1,1,GBIF
Coelogyne,muriculata,1,0,GBIF
Maxillaria,appendiculoides,1,1,GBIF
Jumellea,porrigens,1,0,GBIF
Peristylus,pachyneuroides Renz,1,1,GBIF
Epidendrum,falcisepalum,1,0,GBIF
Epidendrum,farallonense,1,1,GBIF
Peristylus,latilobus J.,1,0,GBIF
Peristylus,jinchuanicus K.,1,0,GBIF
Rodriguezia,refracta,1,1,GBIF
Vanilla,ribeiroi Hoehne,1,1,GBIF
Coelogyne,marknaivei,1,0,GBIF
Barkeria,lindleyana,1,0,Roberta Fox Collection
Barbosella,circinata,1,0,GBIF
Trichocentrum,croatii,1,1,GBIF
Coelogyne,lumakuensis,1,0,GBIF
Lepanthes,larsenii,1,0,GBIF
Kefersteinia,angustifolia,1,0,GBIF
Saccolabiopsis,armitii,1,0,GBIF
Epidendrum,gabanense,1,0,GBIF
Saccolabiopsis,pallida,1,0,GBIF
Masdevallia,concinna,1,0,GBIF
Peristylus,elbertii J.,1,1,GBIF
Sanderella,,1,1,GBIF
Aerangis,coursiana,1,0,GBIF
Kefersteinia,endresii,1,0,GBIF
Aspasia,omissa,1,0,GBIF
Kefersteinia,expansa,1,0,GBIF
Maxillaria,nasuta,1,1,iNaturalist
Epidendrum,gracilibracteatum,1,0,GBIF
Epidendrum,guaramacalense,1,1,GBIF
Pelexia,weberbaueriana,1,0,GBIF
Epidendrum,hemihenomenum,1,0,GBIF
Pelexia,ocreatopsis,1,1,GBIF
Coelogyne,eymae,1,1,GBIF
Epidendrum,hygrohylephilum,1,0,GBIF
Arthrochilus,dockrillii Lavarack,1,0,GBIF
Sarcoglottis,acutata,1,0,GBIF
Lepanthes,vareschii,1,0,GBIF
Pelexia,huntii,1,0,GBIF
Coelogyne,dewildeorum,1,0,GBIF
Sarcoglottis,lehmannii,1,0,GBIF
Xylobium,ortizianum,1,1,GBIF
Lepanthes,stellaris,1,0,GBIF
Lepanthes,longiracemosa,1,0,GBIF
Masdevallia,cyclotega,1,0,GBIF
Sarcoglottis,trichogyna,1,0,GBIF
Sarcoglottis,umbrosa,1,0,GBIF
Epidendrum,iang-rondonii,1,0,GBIF
Coelogyne,dentifera,1,0,GBIF
Epidendrum,igneum,1,1,GBIF
Achlydosa,glandulosa Schltr.,1,1,iNaturalist
Pelexia,burgeri,1,1,GBIF
Coelogyne,confertiflora,1,0,GBIF
Epidendrum,incahuamanii,1,1,GBIF
Appendicula,purpureifolia,1,0,GBIF
Epidendrum,kirkbridei,1,1,GBIF
Epidendrum,klugii,1,0,GBIF
Coelogyne,brevilabris,1,0,GBIF
Appendicula,patentissima,1,0,GBIF
Coelogyne,anceps,1,0,GBIF
Paphiopedilum,x kimballianum,1,1,GBIF
Appendicula,negrosiana,1,0,GBIF
Masdevallia,vidua,1,0,GBIF
Trichocentrum,x,1,1,GBIF
Clematepistephium,smilacifolium Rchb.f.,1,1,GBIF
Cleistes,unifoliata C.,1,0,GBIF
Acianthera,monophylla,1,0,GBIF
Cleistes,triflora C.,1,0,GBIF
Kefersteinia,villosa,1,0,GBIF
Cleistes,speciosa Gardner,1,1,GBIF
Paphiopedilum,x crossianum,1,0,GBIF
Aerangis,pulchella,1,0,GBIF
Cleistes,romeroana Szlach.,1,1,GBIF
Cleistes,pusilla Pansarin,1,0,GBIF
Masdevallia,dejonghei,1,0,GBIF
Leptotes,harryphillipsii,1,0,GBIF
Micropera,loheri,1,0,GBIF
Acianthera,jordanensis,1,0,GBIF
Cleistes,pallida Funez,1,1,GBIF
Appendicula,dajakorum,1,0,GBIF
Epidendrum,lacteum,1,0,GBIF
Epidendrum,lamprochilum,1,0,GBIF
Paphiopedilum,usitanum,1,0,GBIF
Epidendrum,laxifoliatum,1,0,GBIF
Cleistes,acuminata Schltr.,1,0,GBIF
Acanthophippium,striatum,1,1,iNaturalist
Satyrium,pulchrum S.,1,1,GBIF
Cleisostoma,termissum,1,1,GBIF
Paphiopedilum,sukhakulii,1,0,GBIF
Lepanthes,marahuacensis,1,0,GBIF
Paphiopedilum,stonei ssp.,1,1,GBIF
Cleisostoma,flexum,1,0,GBIF
Cleisostoma,fissicors,1,0,GBIF
Epidendrum,leiomesomicron,1,0,GBIF
Appendicula,crispa,1,0,GBIF
Cleisostoma,bicrure,1,0,GBIF
Cleisostoma,appendiculatum,1,1,GBIF
Epidendrum,lezlieae,1,0,GBIF
Acianthera,heteropetala,1,0,GBIF
Acianthera,heringeri,1,0,GBIF
Paphiopedilum,randsii Fowlie,1,1,GBIF
Satyrium,welwitschii Rchb.f.,1,1,GBIF
Epidendrum,lirion,1,0,GBIF
Sauroglossum,distans,1,0,GBIF
Aeranthes,africana,1,0,GBIF
Appendicula,collina,1,0,GBIF
Paphiopedilum,micranthum Tang,1,0,GBIF
Chondroscaphe,plicata,1,0,GBIF
Appendicula,clemensiorum,1,0,GBIF
Epidendrum,melanotrichoides,1,0,GBIF
Scaphosepalum,delhierroi,1,0,GBIF
Epidendrum,microanoglossum,1,0,GBIF
Paphiopedilum,henryanum Braem,1,1,GBIF
Scaphosepalum,jostii,1,1,GBIF
Epidendrum,mimopsis,1,1,GBIF
Paphiopedilum,fairrieanum Lindl.,1,0,GBIF
Epidendrum,nanoecallosum,1,0,GBIF
Appendicula,callifera,1,1,GBIF
Scaphosepalum,tiaratum,1,0,GBIF
Vanilla,platyphylla Schltr.,1,1,GBIF
Kylicanthe,cornuata,1,0,GBIF
Laelia,aurea,1,0,Roberta Fox Collection
Chloraea,riojana,1,0,GBIF
Chloraea,phoenicea Speg.,1,0,GBIF
Appendicula,brassii,1,0,GBIF
Acianthera,gigantea,1,1,GBIF
Laelia,elata,1,0,GBIF
Laelia,furfuracea,1,0,Roberta Fox Collection
Epidendrum,nelsonii,1,0,GBIF
Chiloglottis,truncata D.,1,0,GBIF
Paphiopedilum,barbigerum Tang,1,0,GBIF
Lepanthes,microphallica,1,0,GBIF
Chiloglottis,longiclavata D.,1,0,GBIF
Appendicula,anomala,1,0,GBIF
Cheirostylis,malipoensis,1,0,GBIF
Microcoelia,jonssonii,1,0,GBIF
Lankesteriana,steinbuchiae,1,0,GBIF
Appendicula,ancosiphila,1,0,GBIF
Ceratostylis,spathulata,1,0,GBIF
Apostasia,parvula Schltr.,1,1,GBIF
Ceratostylis,scariosa,1,1,GBIF
Ceratostylis,sarcostomatoides,1,0,GBIF
Trichoglottis,simplex,1,0,GBIF
Masdevallia,scobina,1,0,GBIF
Epidendrum,odontopetalum,1,0,GBIF
Aphyllorchis,exilis,1,1,GBIF
Scaphyglottis,minutiflora,1,0,Roberta Fox Collection
Paphiopedilum,armeniacum S.,1,1,GBIF
Ceratostylis,piepersii,1,1,GBIF
Ceratostylis,mayrii,1,1,GBIF
Lecanorchis,multiflora J.,1,1,GBIF
Ceratostylis,malintangensis,1,0,GBIF
Ceratostylis,macra,1,0,GBIF
Ceratostylis,longisegmenta,1,1,GBIF
Epidendrum,oraion,1,0,GBIF
Paphinia,vermiculifera,1,0,GBIF
Ceratostylis,humilis,1,0,GBIF
Ceratostylis,hainanensis,1,0,GBIF
Microchilus,zingarae Ormerod,1,0,GBIF
Ceratostylis,elmeri,1,0,GBIF
Anoectochilus,xingrenensis Z.,1,0,GBIF
Ceratostylis,curvimentum,1,1,GBIF
Epidendrum,orientale,1,1,GBIF
Palmorchis,maculata,1,0,GBIF
Ceratostylis,crassifolia,1,0,GBIF
Lepanthes,mirabilis,1,0,GBIF
Palmorchis,eidae,1,1,GBIF
Ceratostylis,ciliolata,1,0,GBIF
Schoenorchis,aurea,1,0,GBIF
Trichopilia,amabilis,1,0,GBIF
Microchilus,yungasensis M.,1,0,GBIF
Palmorchis,dressleriana,1,0,GBIF
Schoenorchis,jerdoniana,1,0,GBIF
Schoenorchis,sumatrana,1,0,GBIF
Palmorchis,colombiana,1,0,GBIF
Palmorchis,caxiuanensis,1,0,GBIF
Trichopilia,concepcionis,1,0,GBIF
Ceratostylis,borneensis,1,0,GBIF
Ceratostylis,baliensis,1,1,GBIF
Anoectochilus,nicobaricus N.,1,0,GBIF
Selenipedium,buenaventurae Szlach.,1,1,GBIF
Ceratostylis,backeri,1,1,GBIF
Epidendrum,philippii,1,0,GBIF
Selenipedium,isabelianum Barb.,1,1,GBIF
Acianthera,cordatifolia,1,1,GBIF
Lepanthes,moorei,1,0,GBIF
Trichopilia,gracilis,1,0,GBIF
Epidendrum,pirrense,1,1,GBIF
Cephalanthera,pusilla,1,0,GBIF
Epidendrum,platyglossum,1,0,GBIF
Cephalanthera,cucullata,1,1,GBIF
Caucaea,dodsoniana,1,0,GBIF
Lepanthes,mulleriana,1,0,GBIF
Lecanorchis,neglecta Schltr.,1,0,GBIF
Caucaea,andigena,1,0,GBIF
Pabstiella,spathuliglossa,1,0,GBIF
Acanthophippium,pictum,1,1,iNaturalist
Sievekingia,filifera,1,0,GBIF
Epidendrum,podocarpophilum,1,0,GBIF
Anoectochilus,burmannicus Rolfe,1,1,GBIF
Pabstiella,rupicola,1,0,GBIF
Sirindhornia,pulchella H.,1,0,GBIF
Pabstiella,robertoi,1,0,GBIF
Anguloa,eburnea,1,0,GBIF
Trichopilia,olmosii,1,0,GBIF
Cattleya,lueddemanniana,1,0,Roberta Fox Collection
Pabstiella,ignota,1,0,GBIF
Epidendrum,pseudocardioepichilum,1,0,GBIF
Sobralia,bella,1,0,GBIF
Luisia,jonesii,1,0,GBIF
Angraecum,viride,1,0,GBIF
Microchilus,ventosus Ormerod,1,0,GBIF
Aeranthes,campbelliae,1,0,GBIF
Pabstiella,conspersa,1,0,GBIF
Pabstiella,castellensis,1,0,GBIF
Pabstiella,acrogenia,1,0,GBIF
Pabstia,schunkiana,1,1,GBIF
Epidendrum,purdiei,1,1,GBIF
Catasetum,pusillum,1,0,GBIF
Oxystophyllum,helvolum,1,0,GBIF
Epidendrum,rahuii,1,1,GBIF
Catasetum,longipes,1,0,GBIF
Catasetum,lanceatum,1,0,GBIF
Catasetum,ivaneae,1,0,GBIF
Oxystophyllum,bipulvinatum,1,1,GBIF
Microchilus,venezuelanus,1,0,GBIF
Lepanthes,myoxophora,1,0,GBIF
Microchilus,valverdei Ormerod,1,0,GBIF
Epidendrum,schmidtchenii,1,1,GBIF
Ornithocephalus,torresii,1,0,GBIF
Catasetum,catarinense,1,0,GBIF
Catasetum,carunculatum,1,0,GBIF
Campylocentrum,zehntneri,1,0,GBIF
Epidendrum,shigenobui,1,0,GBIF
Acianthera,chamelopoda,1,1,GBIF
Epidendrum,simulacrum,1,1,GBIF
Epidendrum,solomonii,1,0,GBIF
Epidendrum,sotoanum,1,0,GBIF
Sobralia,oroana,1,0,GBIF
Sobralia,pardalina,1,0,GBIF
Epidendrum,spinescens,1,0,GBIF
Campylocentrum,paludosum,1,0,GBIF
Sobralia,roseoalba,1,0,GBIF
Microchilus,valdivianus Ormerod,1,0,GBIF
Epidendrum,stenobractistachyum,1,1,GBIF
Campylocentrum,lansbergii,1,1,GBIF
Campylocentrum,itatiaiae,1,0,GBIF
Oreorchis,aurantiaca,1,0,GBIF
Epidendrum,sublobatum,1,1,GBIF
Microchilus,tunquianus Ormerod,1,1,GBIF
Orchis,x ligustica,1,0,GBIF
Calochilus,caesius D.,1,0,GBIF
Sobralia,zebrina,1,0,GBIF
Microchilus,trianae Ormerod,1,0,GBIF
Orchis,x incantata,1,0,GBIF
Epidendrum,tenue,1,0,GBIF
Epidendrum,tetracuniculatum,1,0,GBIF
Agrostophyllum,dewildeorum,1,0,GBIF
Epidendrum,thiagoi,1,1,GBIF
Masdevallia,segurae,1,0,GBIF
Epidendrum,thompsonii,1,0,GBIF
Calanthe,reflexilabris,1,0,GBIF
Epidendrum,tingo-mariae,1,0,GBIF
Spathoglottis,elmeri,1,0,GBIF
Microchilus,subquadratus Ormerod,1,1,GBIF
Epidendrum,tricrure,1,0,GBIF
Lecanorchis,ohwii Masam.,1,1,GBIF
Maxillaria,kefersteinioides,1,0,GBIF
Epidendrum,tripetaloides,1,0,GBIF
Epidendrum,tritropianthum,1,0,GBIF
Trichotosia,calvescens,1,0,GBIF
Calanthe,micrantha,1,1,GBIF
Epidendrum,ulcumanoae,1,0,GBIF
Orchipedum,echinatum Aver.,1,0,GBIF
Lepanthes,viahoensis,1,0,GBIF
Zygostates,aderaldoana,1,0,GBIF
Masdevallia,glomerosa,1,0,GBIF
Agrostophyllum,carex,1,0,GBIF
Epidendrum,vallis-silentii,1,0,GBIF
Maxillaria,johniana,1,1,GBIF
Trichotosia,hispidissima,1,0,GBIF
Calanthe,bicalcarata,1,0,GBIF
Epidendrum,vidal-senegei,1,0,GBIF
Calanthe,aruank,1,0,GBIF
Caladenia,x tryphera,1,1,iNaturalist
Ophrys,x sherdaniana,1,0,GBIF
Ophrys,x scontusiana,1,0,GBIF
Epidendrum,witherspooniorum,1,0,GBIF
Epidendrum,youngii,1,0,GBIF
Epidendrum,yumboense,1,0,GBIF
Trichotosia,integra,1,1,GBIF
Epigeneium,arjunoense,1,0,GBIF
Caladenia,rosea K.,1,0,GBIF
Microchilus,steyermarkii,1,0,GBIF
Agrostophyllum,compressum,1,1,GBIF
Trichotosia,malleimentum,1,1,GBIF
Epigeneium,radicosum,1,0,GBIF
Aglossorrhyncha,serrulata,1,0,GBIF
Caladenia,lindleyana Rchb.f.,1,1,GBIF
Caladenia,ensigera D.,1,0,GBIF
Caladenia,cleistantha D.,1,0,GBIF
Epipactis,xanthophaea,1,0,GBIF
Caladenia,clavula D.,1,1,GBIF
Epistephium,cardonae Szlach.,1,1,GBIF
Trichotosia,mollicaulis,1,1,GBIF
Epistephium,lobulosum Garay,1,1,GBIF
Epistephium,rhombilabium Szlach.,1,1,GBIF
Bulbophyllum,xanthobulbum,1,0,GBIF
Trichotosia,mollis,1,1,GBIF
Bulbophyllum,wangkaense,1,0,GBIF
Epistephium,sessiliflorum Lindl.,1,1,GBIF
Epistephium,speciosum Barb.,1,1,GBIF
Eria,carolettae,1,0,GBIF
Erythrodes,latiloba Ormerod,1,0,GBIF
Eulophia,antunesii,1,0,GBIF
Trichotosia,pensilis,1,0,GBIF
Bulbophyllum,undatilabre,1,1,GBIF
Eulophia,densiflora,1,0,GBIF
Eulophia,dipodiiformis,1,0,GBIF
Eulophia,lamellata,1,1,GBIF
Bulbophyllum,tubilabrum,1,1,GBIF
Bulbophyllum,trutiniferum,1,1,GBIF
Microchilus,pseudocaucanus Ormerod,1,0,GBIF
Bulbophyllum,tristelidium,1,0,GBIF
Bulbophyllum,trinervium,1,0,GBIF
Bulbophyllum,tridentatum,1,0,GBIF
Lecanorchis,thalassica T.,1,1,GBIF
Acianthera,caymanensis,1,1,GBIF
Bulbophyllum,trachypus,1,0,GBIF
Eulophia,macaulayae,1,0,GBIF
Eulophia,moratii,1,0,GBIF
Eulophia,nuttii,1,0,GBIF
Eulophia,obstipa,1,0,GBIF
Eulophia,parilamellata,1,0,GBIF
Bulbophyllum,thrixspermoides,1,0,GBIF
Eulophia,richardsiae,1,0,GBIF
Bulbophyllum,tetratropis,1,0,GBIF
Eulophia,saxicola,1,0,GBIF
Bulbophyllum,teinophyllum,1,0,GBIF
Angraecum,lisowskianum,1,0,GBIF
Fernandezia,amboroensis,1,0,GBIF
Masdevallia,spilantha,1,0,GBIF
Masdevallia,hercules,1,0,GBIF
Bulbophyllum,superfluum,1,0,GBIF
Ophrys,amanensis Nelson,1,0,GBIF
Leochilus,candelariae,1,1,GBIF
Stelis,azuayensis,1,0,GBIF
Fernandezia,angusta,1,1,GBIF
Ophidion,cunabulum,1,0,GBIF
Bulbophyllum,stictosepalum,1,0,GBIF
Trichotosia,spathulata,1,0,GBIF
Stelis,bicolor,1,0,GBIF
Bulbophyllum,stenuroides,1,1,GBIF
Fernandezia,camposii,1,0,GBIF
Stelis,bivalvis,1,0,GBIF
Trichotosia,unguiculata,1,1,GBIF
Fernandezia,cuneata,1,0,GBIF
Zeuxine,lancifolia Ames,1,0,GBIF
Microchilus,paraisoensis Ormerod,1,0,GBIF
Angraecum,lanceolatum,1,0,GBIF
Angraecum,inapertum,1,0,GBIF
Stelis,brevis,1,0,GBIF
Angraecum,elliotii,1,0,GBIF
Lepanthes,suarezii,1,0,GBIF
Lepanthes,aithalos,1,0,GBIF
Oncidium,trinasutum,1,0,GBIF
Stelis,callosa,1,0,GBIF
Bulbophyllum,spaniostagon,1,0,GBIF
Oncidium,trachycaulon,1,0,GBIF
Bulbophyllum,soidaoense,1,0,GBIF
Fernandezia,serra,1,1,GBIF
Stelis,carta,1,0,GBIF
Oncidium,rhynchanthum,1,0,GBIF
Stelis,celesticola,1,0,GBIF
Acanthophippium,javanicum,1,1,GBIF
Stelis,chasei,1,1,GBIF
Bulbophyllum,smitinandii,1,0,GBIF
Fernandezia,teranii,1,0,GBIF
Angraecum,curvicalcar,1,0,GBIF
Stelis,coarctata,1,0,GBIF
Stelis,cochabambae,1,0,GBIF
Stelis,cochleata,1,0,GBIF
Oncidium,portilloides,1,0,GBIF
Fernandezia,unduaviae,1,0,GBIF
Fernandezia,vanderwerffii,1,0,GBIF
Acianthera,calypso,1,0,GBIF
Microchilus,ovalis Ormerod,1,0,GBIF
Stelis,cordilabia,1,0,GBIF
Galeandra,pilosocolumna,1,0,GBIF
Oncidium,orbatum,1,0,GBIF
Tridactyle,translucens,1,0,GBIF
Bulbophyllum,semiasperum,1,0,GBIF
Bulbophyllum,schultzeanum,1,0,GBIF
Galeola,Lour.,1,1,iDigBio
Angraecum,bemarivoense,1,0,GBIF
Galeottia,negrensis,1,0,GBIF
Lockhartia,oblongicallosa,1,0,GBIF
Microchilus,marulandae Ormerod,1,0,GBIF
Lepanthes,neillii,1,0,GBIF
Lepanthes,zanklopetala,1,0,GBIF
Microchilus,lechleri Ormerod,1,0,GBIF
Maxillaria,chimalapana,1,1,GBIF
Bulbophyllum,sarcodanthum,1,0,GBIF
Triphora,foldatsii,1,0,GBIF
Angraecopsis,macrophylla,1,0,GBIF
Masdevallia,zumbuehlerae,1,0,GBIF
Stelis,donaxopetala,1,0,GBIF
Stelis,dracontea,1,1,GBIF
Bulbophyllum,sanitii,1,0,GBIF
Stelis,ejuncida,1,0,GBIF
Gastrochilus,pearcei,1,0,GBIF
Angraecopsis,lemurelloides,1,0,GBIF
Stelis,elegans,1,0,GBIF
Oncidium,micklowii,1,0,GBIF
Oncidium,malleiferum,1,1,GBIF
Lepanthes,anserina,1,0,GBIF
Lepanthes,aristata,1,0,GBIF
Angraecopsis,gassneri,1,0,GBIF
Lepanthes,nymphalis,1,0,GBIF
Bulbophyllum,roseopunctatum,1,0,GBIF
Trisetella,didyma,1,0,GBIF
Stelis,exquisita,1,0,GBIF
Stelis,falcatiloba,1,0,GBIF
Gastrochilus,puncticulatus,1,0,GBIF
Bulbophyllum,riparium,1,0,GBIF
Gastrodia,fimbriata,1,0,GBIF
Oncidium,leucomelas,1,0,GBIF
Stelis,gentryi,1,0,GBIF
Bulbophyllum,rigidipes,1,0,GBIF
Oncidium,lepturum,1,0,GBIF
Bulbophyllum,rigidifilum,1,0,GBIF
Masdevallia,jimeneziana,1,0,GBIF
Stelis,heteroarcuata,1,0,GBIF
Bulbophyllum,rhynchoglossum,1,0,GBIF
Stelis,humboldtina,1,0,GBIF
Stelis,incerta,1,0,GBIF
Zeuxine,ovata Gaudich.,1,0,GBIF
Genoplesium,confertum D.,1,0,GBIF
Bulbophyllum,rhodophyllum,1,1,GBIF
Bulbophyllum,rhodoglossum,1,1,GBIF
Stelis,janus,1,0,GBIF
Stelis,jaramilloi,1,0,GBIF
Andreettaea,villosilabia,1,1,GBIF
Oncidium,heterosepalum,1,0,GBIF
Stelis,jubata,1,0,GBIF
Trisetella,hoeijeri,1,0,GBIF
Stelis,laevis,1,0,GBIF
Genoplesium,firthii Cady,1,0,GBIF
Trisetella,scobina,1,0,GBIF
Trisetella,strumosa,1,0,GBIF
Bulbophyllum,recurviflorum,1,0,GBIF
Stelis,lapinerae,1,0,GBIF
Stelis,lehmannii,1,0,GBIF
Microchilus,fosbergii Ormerod,1,0,GBIF
Glomera,antaresensis,1,1,GBIF
Bulbophyllum,quadrifalciculatum,1,1,GBIF
Stelis,lesliegarayi,1,0,GBIF
Stelis,loejtnantii,1,0,GBIF
Microchilus,erythrodoides ssp.,1,0,GBIF
Glomera,carnea,1,0,GBIF
Stelis,maduroi,1,0,GBIF
Glomera,elegantula,1,0,GBIF
Microchilus,epiphyticus Dressler,1,0,GBIF
Microchilus,cuscoensis Kolan.,1,0,GBIF
Stelis,marioi,1,0,GBIF
Aa,aurantiaca,1,1,iNaturalist
Glomera,ericifolia,1,0,GBIF
Oncidium,gaviotaense,1,0,GBIF
Stelis,megalocephala,1,0,GBIF
Lepanthes,oblivia,1,0,GBIF
Stelis,megalops,1,0,GBIF
Stelis,melanoxantha,1,1,GBIF
Microchilus,cundinamarcae Ormerod,1,0,GBIF
Zeuxine,papillosa Carr,1,0,GBIF
Vanilla,helleri A.,1,1,GBIF
Microchilus,claviger,1,0,GBIF
Stelis,milagrensis,1,0,GBIF
Stelis,minima,1,0,GBIF
Masdevallia,kuhniorum,1,0,GBIF
Liparis,toxopei,1,1,GBIF
Bulbophyllum,pseudofilicaule,1,0,GBIF
Andreettaea,herpestes,1,0,GBIF
Oncidium,galianoi,1,0,GBIF
Microchilus,carinatus Ormerod,1,0,GBIF
Bulbophyllum,pleochromum,1,0,GBIF
Glomera,lancipetala,1,0,GBIF
Stelis,nepotula,1,0,GBIF
Lepanthes,odontolabis,1,0,GBIF
Bulbophyllum,planitiae,1,0,GBIF
Andinia,villosa,1,0,GBIF
Stelis,nivalis,1,0,GBIF
Stelis,nonresupinata,1,0,GBIF
Bulbophyllum,pileatum,1,1,GBIF
Bulbophyllum,phymatum,1,0,GBIF
Bulbophyllum,phaeoneuron,1,0,GBIF
Andinia,vieira-pereziana,1,1,GBIF
Glomera,longicaulis,1,0,GBIF
Stelis,oligobotrya,1,1,GBIF
Andinia,viebrockiana,1,0,GBIF
Bulbophyllum,perpusillum,1,1,GBIF
Stelis,oscargrouchii,1,0,GBIF
Bulbophyllum,perparvulum,1,0,GBIF
Stelis,pachyrrhiza,1,0,GBIF
Glomera,minjensis,1,0,GBIF
Glomera,monticuprina,1,0,GBIF
Lepanthes,ortiziana,1,0,GBIF
Agrostophyllum,carrianum,1,1,GBIF
Glomera,parviflora,1,0,GBIF
Glomera,pleiotricha,1,0,GBIF
Microchilus,buchtienii Schltr.,1,0,GBIF
Lepanthes,aures-asini,1,0,GBIF
Stelis,peduncularis,1,0,GBIF
Glomera,retusa,1,0,GBIF
Oncidium,befortianum,1,0,GBIF
Stelis,picea,1,0,GBIF
Acampe,cephalotes,1,0,GBIF
Bulbophyllum,pelicanopsis,1,0,GBIF
Glomera,stolonifera,1,0,GBIF
Uleiorchis,prataensis,1,0,GBIF
Bulbophyllum,papuliglossum,1,1,GBIF
Masdevallia,ludibunda,1,0,GBIF
Glomera,subpetiolata,1,0,GBIF
Andinia,hystricosa,1,0,GBIF
Glomera,subuliformis,1,0,GBIF
Stelis,psilantha,1,0,GBIF
Oncidium,antioquiense,1,0,GBIF
Bulbophyllum,pachyanthum,1,1,GBIF
Oncidium,andradeanum,1,1,GBIF
Microchilus,alzatei Ormerod,1,0,GBIF
Microchilus,aguindae Ormerod,1,1,GBIF
Bulbophyllum,osyriceroides,1,1,GBIF
Meiracyllium,trinasutum,1,0,Roberta Fox Collection
Oncidium,amoenum,1,1,GBIF
Gomesa,alpina,1,0,GBIF
Stelis,reptata,1,0,GBIF
Andinia,chaoae,1,0,GBIF
Aerides,krabiensis,1,1,GBIF
Gomesa,edmundoi,1,0,GBIF
Gomesa,williamsii,1,1,GBIF
Stelis,romero-castanedae,1,0,GBIF
Stelis,rostratissima,1,0,GBIF
Lepanthes,bibarbullata,1,0,GBIF
Lepanthes,pachychila,1,0,GBIF
Gomphichis,fernandezii,1,0,GBIF
Bulbophyllum,morenoi,1,1,GBIF
Gongora,charontis,1,0,GBIF
Liparis,purpureovittata,1,0,GBIF
Stelis,sarae,1,0,GBIF
Stelis,satyrella,1,0,GBIF
Gongora,chocoensis,1,0,GBIF
Gongora,lagunae,1,0,GBIF
Bulbophyllum,minutissimum,1,1,GBIF
Stelis,scolnikiae,1,0,GBIF
Bulbophyllum,microtes,1,0,GBIF
Odontochilus,tsukusianus Masam.,1,0,GBIF
Mediocalcar,congestum,1,1,GBIF
Odontochilus,tetrapterus Hook.f.,1,0,GBIF
Lepanthes,pachyphylla,1,0,GBIF
Odontochilus,spicatus Blume,1,0,GBIF
Gongora,latibasis,1,0,GBIF
Stelis,steinbachii,1,0,GBIF
Stelis,stelidiopsis,1,0,GBIF
Mediocalcar,bulbophylloides,1,0,GBIF
Stelis,strobilacea,1,0,GBIF
Stelis,subana,1,0,GBIF
Stelis,tenuifolia,1,0,GBIF
Goodyera,denticulata J.,1,1,GBIF
Stelis,tenuipetala,1,0,GBIF
Bulbophyllum,mayrii,1,0,GBIF
Odontochilus,gilesii Ormerod,1,0,GBIF
Bulbophyllum,maxillarioides,1,0,GBIF
Goodyera,stenopetala ssp.,1,0,GBIF
Bulbophyllum,maudeae,1,0,GBIF
Stelis,trimera,1,0,GBIF
Stelis,tritriangulata,1,0,GBIF
Odontochilus,elongatus Blume,1,0,GBIF
Anathallis,simpliciglossa,1,0,GBIF
Odontochilus,duplex Holttum,1,0,GBIF
Lepanthes,cacique-tone,1,0,GBIF
Stelis,venezuelensis,1,0,GBIF
Odontochilus,buruensis Ormerod,1,0,GBIF
Anathallis,rubrolimbata,1,0,GBIF
Lepanthes,panicellus,1,0,GBIF
Stelis,villosilabia,1,0,GBIF
Greenwoodiella,deserticola,1,0,GBIF
Lepanthes,panisca,1,0,GBIF
Lepanthes,caudigera,1,0,GBIF
Aeridostachya,macrophylla,1,0,GBIF
Bulbophyllum,mamberamense,1,0,GBIF
Maxillaria,chacoensis,1,0,GBIF
Lepanthes,chapina,1,0,GBIF
Aeridostachya,propinqua,1,0,GBIF
Bulbophyllum,maboroense,1,0,GBIF
Stelis,xystophora,1,0,GBIF
Vanilla,labellopapillata A.,1,1,GBIF
Stelis,zamorae,1,0,GBIF
Maxillaria,caveroi,1,0,GBIF
Stelis,zothecula,1,0,GBIF
Maxillaria,casta,1,0,GBIF
Bulbophyllum,longipedicellatum,1,0,GBIF
Stenia,aurorae,1,0,GBIF
Grosourdya,ciliata,1,0,GBIF
Anathallis,imbricata,1,1,GBIF
Liparis,puberula,1,0,GBIF
Octomeria,portillae,1,0,GBIF
Vanda,punctata,1,0,GBIF
Bulbophyllum,liparidioides,1,0,GBIF
Octomeria,marsupialis,1,0,GBIF
Lepanthes,chiriquensis,1,1,GBIF
Bulbophyllum,lindleyanum,1,0,GBIF
Bulbophyllum,levanae,1,0,Chris Howard Collection
Habenaria,agrestis R.,1,0,GBIF
Aeridostachya,sumatrensis,1,0,GBIF
Bulbophyllum,leptophyllum,1,0,GBIF
Acianthera,alpestris,1,1,GBIF
Bulbophyllum,leptoglossum,1,0,GBIF
