genus,species,image_url,source,country,locality,latitude,longitude,observer,license,created_at
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/578652461/original.jpg,iNaturalist,"Custer-Gallatin National Forest, Gardiner, MT, US","Custer-Gallatin National Forest, Gardiner, MT, US",45.0976612,-110.6348950,hmanderson,cc-by-nc,2025-11-26 03:39:42.453849
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/579061629/original.jpg,iNaturalist,"Capital Regional District, BC, Canada","Capital Regional District, BC, Canada",48.5235020,-123.5211560,juliakcarr,cc0,2025-11-26 03:39:42.390262
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/579061884/original.jpg,iNaturalist,"Capital Regional District, BC, Canada","Capital Regional District, BC, Canada",48.5235520,-123.5215530,juliakcarr,cc0,2025-11-26 03:39:42.322711
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/579062785/original.jpg,iNaturalist,"Capital Regional District, BC, Canada","Capital Regional District, BC, Canada",48.5243030,-123.5218660,juliakcarr,cc0,2025-11-26 03:39:42.259121
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/579840370/original.jpg,iNaturalist,"Mount Rainier National Park, Packwood, WA, US","Mount Rainier National Park, Packwood, WA, US",46.7367542,-121.5677906,evchapin,cc-by-nc,2025-11-26 03:39:42.194370
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/579941849/original.jpg,iNaturalist,"Mount Rainier National Park, Packwood, WA, US","Mount Rainier National Park, Packwood, WA, US",46.7367542,-121.5677906,evchapin,cc-by-nc,2025-11-26 03:39:42.123522
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/579911450/original.jpg,iNaturalist,"Okanagan Mountain Provincial Park, BC, Canada","Okanagan Mountain Provincial Park, BC, Canada",49.6812170,-119.5838620,cassidybest,cc-by-nc,2025-11-26 03:39:42.052286
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/579911348/original.jpg,iNaturalist,"Okanagan Mountain Provincial Park, BC, Canada","Okanagan Mountain Provincial Park, BC, Canada",49.6812170,-119.5838620,cassidybest,cc-by-nc,2025-11-26 03:39:41.963830
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/579911301/original.jpg,iNaturalist,"Okanagan Mountain Provincial Park, BC, Canada","Okanagan Mountain Provincial Park, BC, Canada",49.6812170,-119.5838620,cassidybest,cc-by-nc,2025-11-26 03:39:41.896770
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/579911819/original.jpg,iNaturalist,"Okanagan Mountain Provincial Park, BC, Canada","Okanagan Mountain Provincial Park, BC, Canada",49.6812170,-119.5838620,cassidybest,cc-by-nc,2025-11-26 03:39:41.833447
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/579911722/original.jpg,iNaturalist,"Okanagan Mountain Provincial Park, BC, Canada","Okanagan Mountain Provincial Park, BC, Canada",49.6812170,-119.5838620,cassidybest,cc-by-nc,2025-11-26 03:39:41.767885
Calypso,bulbosa,https://static.inaturalist.org/photos/580396459/original.jpg,iNaturalist,"Côte-Nord, QC, Canada","Côte-Nord, QC, Canada",50.2140418,-63.8134003,julie-soleil,,2025-11-26 03:39:41.700016
Calypso,bulbosa,https://static.inaturalist.org/photos/580396458/original.jpg,iNaturalist,"Côte-Nord, QC, Canada","Côte-Nord, QC, Canada",50.2140418,-63.8134003,julie-soleil,,2025-11-26 03:39:41.635248
Calypso,bulbosa,https://static.inaturalist.org/photos/580396457/original.jpg,iNaturalist,"Côte-Nord, QC, Canada","Côte-Nord, QC, Canada",50.2140418,-63.8134003,julie-soleil,,2025-11-26 03:39:41.570497
Calypso,bulbosa,https://static.inaturalist.org/photos/580396297/original.jpg,iNaturalist,"Côte-Nord, QC, Canada","Côte-Nord, QC, Canada",50.2140418,-63.8134003,julie-soleil,,2025-11-26 03:39:41.506310
Calypso,bulbosa,https://static.inaturalist.org/photos/580395849/original.jpg,iNaturalist,"Côte-Nord, QC, Canada","Côte-Nord, QC, Canada",50.2140418,-63.8134003,julie-soleil,,2025-11-26 03:39:41.440153
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/580621949/original.jpg,iNaturalist,"Manchester, CA, US","Manchester, CA, US",39.0140389,-123.6465300,hazelegoode,cc-by-nc,2025-11-26 03:39:41.357821
Calypso,bulbosa,https://static.inaturalist.org/photos/580730376/original.jpg,iNaturalist,"Mason County, WA, USA","Mason County, WA, USA",47.5630490,-123.3413450,jd_and_em,,2025-11-26 03:39:41.281163
Calypso,bulbosa,https://static.inaturalist.org/photos/580730354/original.jpg,iNaturalist,"Mason County, WA, USA","Mason County, WA, USA",47.5630490,-123.3413450,jd_and_em,,2025-11-26 03:39:41.215280
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/581028942/original.jpg,iNaturalist,"Ferry County, WA, USA","Ferry County, WA, USA",48.6290333,-118.1726389,ursussierramus,cc-by-nc,2025-11-26 03:39:41.150422
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/582349761/original.jpg,iNaturalist,"Yellow Point Bog Ecological Reserve, Vancouver Island, BC, Canada","Yellow Point Bog Ecological Reserve, Vancouver Island, BC, Canada",49.0495070,-123.7866670,johndreynolds,cc-by-nc,2025-11-26 03:39:41.084915
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/582444220/original.jpg,iNaturalist,"Eatonville, WA 98328, USA","Eatonville, WA 98328, USA",46.8962410,-122.2629897,frogfolk,cc-by-nc,2025-11-26 03:39:41.018577
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/582444203/original.jpg,iNaturalist,"Eatonville, WA 98328, USA","Eatonville, WA 98328, USA",46.8962410,-122.2629897,frogfolk,cc-by-nc,2025-11-26 03:39:40.944454
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/582600640/original.jpg,iNaturalist,"Jasper, AB T0E, Canada","Jasper, AB T0E, Canada",52.8099111,-118.0210889,oldgrowthearth,cc-by-nc,2025-11-26 03:39:40.776100
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/582600685/original.jpg,iNaturalist,"Jasper, AB T0E, Canada","Jasper, AB T0E, Canada",52.8099111,-118.0210889,oldgrowthearth,cc-by-nc,2025-11-26 03:39:40.698830
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/582713163/original.jpg,iNaturalist,"Creek Ct, Fairplay, CO, US","Creek Ct, Fairplay, CO, US",39.2353533,-106.1068112,emasueh,cc-by-nc,2025-11-26 03:39:40.592282
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/583443524/original.jpg,iNaturalist,"Nanaimo, BC, CA","Nanaimo, BC, CA",49.1057445,-123.9526883,earlgeddes,cc-by-nc,2025-11-26 03:39:40.527478
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/583601721/original.jpg,iNaturalist,"Lapland, Lapland, FI","Lapland, Lapland, FI",66.4201981,29.0462306,lwestgeest1955,cc-by-nc,2025-11-26 03:39:40.464013
Calypso,bulbosa,https://static.inaturalist.org/photos/583699892/original.jpg,iNaturalist,"Cariboo, BC, Canada","Cariboo, BC, Canada",52.4943500,-122.3266222,zoestarnino,,2025-11-26 03:39:40.397967
Calypso,bulbosa,https://static.inaturalist.org/photos/583699893/original.jpg,iNaturalist,"Cariboo, BC, Canada","Cariboo, BC, Canada",52.4943500,-122.3266222,zoestarnino,,2025-11-26 03:39:40.332635
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/583760985/original.jpg,iNaturalist,"Anchorage County, US-AK, US","Anchorage County, US-AK, US",61.3312995,-149.4738283,janlili-69,cc-by-nc,2025-11-26 03:39:40.265208
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/583764689/original.jpg,iNaturalist,"South Fork Little Joe Road, Saint Regis, MT, US","South Fork Little Joe Road, Saint Regis, MT, US",47.2341533,-115.1974333,alex_barone,cc-by-nc,2025-11-26 03:39:40.201210
Calypso,bulbosa,https://static.inaturalist.org/photos/584108670/original.jpg,iNaturalist,"Bow Valley Pky, Improvement District No. 9 Banff, AB, CA","Bow Valley Pky, Improvement District No. 9 Banff, AB, CA",51.4186796,-116.1525776,damek_rivera,,2025-11-26 03:39:40.137034
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/585073486/original.jpg,iNaturalist,"North Pender Island, Southern Gulf Islands, BC, CA","North Pender Island, Southern Gulf Islands, BC, CA",48.8116333,-123.2845917,lbaile,cc-by-nc,2025-11-26 03:39:40.070039
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/585347555/original.jpg,iNaturalist,"Sichuan, Chine","Sichuan, Chine",30.6508899,104.0757200,gerard1947,cc-by-nc,2025-11-26 03:39:40.003348
Calypso,bulbosa,https://static.inaturalist.org/photos/585412000/original.jpg,iNaturalist,"Thompson-Nicola, BC, Canada","Thompson-Nicola, BC, Canada",50.8318135,-120.0292943,pan_n,,2025-11-26 03:39:39.938124
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/585836650/original.jpg,iNaturalist,"Capital Regional District, BC, Canada","Capital Regional District, BC, Canada",48.4844968,-123.5555493,nicolechatel,cc-by-nc,2025-11-26 03:39:39.873871
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/585881718/original.jpg,iNaturalist,"Central Kootenay, BC, CA","Central Kootenay, BC, CA",49.2782047,-117.2075842,nikolai12883,cc-by-nc,2025-11-26 03:39:39.809070
Calypso,bulbosa,https://static.inaturalist.org/photos/585901283/original.jpg,iNaturalist,"Humboldt County, US-CA, US","Humboldt County, US-CA, US",40.2485132,-123.9541491,toadphotography_,,2025-11-26 03:39:39.744982
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/586187756/original.jpg,iNaturalist,"State Forest State Park, Walden, CO, US","State Forest State Park, Walden, CO, US",40.5022502,-105.9673556,maddmerized,cc-by-nc,2025-11-26 03:39:39.679468
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/586551182/original.jpg,iNaturalist,"Октябрьский р-н, Красноярск, Красноярский край, Россия","Октябрьский р-н, Красноярск, Красноярский край, Россия",55.9962139,92.6797180,taiga_dweller,cc-by-nc,2025-11-26 03:39:39.615252
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/586551177/original.jpg,iNaturalist,"Октябрьский р-н, Красноярск, Красноярский край, Россия","Октябрьский р-н, Красноярск, Красноярский край, Россия",55.9962139,92.6797180,taiga_dweller,cc-by-nc,2025-11-26 03:39:39.546337
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/586766363/original.jpg,iNaturalist,"Montana, US","Montana, US",45.5930967,-110.8219592,blazeclaw,cc-by,2025-11-26 03:39:39.451309
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/586766343/original.jpg,iNaturalist,"Montana, US","Montana, US",45.5930967,-110.8219592,blazeclaw,cc-by,2025-11-26 03:39:39.385973
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/586766321/original.jpg,iNaturalist,"Montana, US","Montana, US",45.5930967,-110.8219592,blazeclaw,cc-by,2025-11-26 03:39:39.304198
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/586766298/original.jpg,iNaturalist,"Montana, US","Montana, US",45.5930967,-110.8219592,blazeclaw,cc-by,2025-11-26 03:39:39.230478
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/586766541/original.jpg,iNaturalist,"Montana, US","Montana, US",45.4638384,-110.9722481,blazeclaw,cc-by,2025-11-26 03:39:39.161002
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/586766518/original.jpg,iNaturalist,"Montana, US","Montana, US",45.4638384,-110.9722481,blazeclaw,cc-by,2025-11-26 03:39:39.096532
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/586766484/original.jpg,iNaturalist,"Montana, US","Montana, US",45.4638384,-110.9722481,blazeclaw,cc-by,2025-11-26 03:39:39.032750
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/586806447/original.jpg,iNaturalist,"Montana, US","Montana, US",45.5553187,-110.8098975,blazeclaw,cc-by,2025-11-26 03:39:38.967716
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/586806414/original.jpg,iNaturalist,"Montana, US","Montana, US",45.5553187,-110.8098975,blazeclaw,cc-by,2025-11-26 03:39:38.903907
Calypso,bulbosa,https://static.inaturalist.org/photos/586849552/original.jpg,iNaturalist,United States,United States,44.8074381,-109.5428577,kedirae,,2025-11-26 03:39:38.840455
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/586890088/original.jpg,iNaturalist,"Mendocino County, CA, USA","Mendocino County, CA, USA",38.9049260,-123.3353048,kurtrademacher,cc-by-nc,2025-11-26 03:39:38.774320
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/587165166/original.jpg,iNaturalist,"Golden, CO 80403, USA","Golden, CO 80403, USA",39.8433536,-105.4189018,mygreenpets,cc-by-nc,2025-11-26 03:39:38.710720
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/587165143/original.jpg,iNaturalist,"Golden, CO 80403, USA","Golden, CO 80403, USA",39.8433536,-105.4189018,mygreenpets,cc-by-nc,2025-11-26 03:39:38.646521
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/587159201/original.jpg,iNaturalist,"Golden, CO 80403, USA","Golden, CO 80403, USA",39.8433536,-105.4189018,mygreenpets,cc-by-nc,2025-11-26 03:39:38.582607
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/587168781/original.jpg,iNaturalist,"Thompson-Nicola, BC, Canada","Thompson-Nicola, BC, Canada",49.8985202,-120.5669000,birdfinder54,cc-by-nc,2025-11-26 03:39:38.519055
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/587168963/original.jpg,iNaturalist,"Thompson-Nicola, BC, Canada","Thompson-Nicola, BC, Canada",49.9007921,-120.5664923,birdfinder54,cc-by-nc,2025-11-26 03:39:38.455013
Calypso,bulbosa,https://static.inaturalist.org/photos/587942546/original.jpg,iNaturalist,"Shaw Island, WA, USA","Shaw Island, WA, USA",48.5832427,-122.9722713,wingtrip,,2025-11-26 03:39:38.389872
Calypso,bulbosa,https://static.inaturalist.org/photos/587942548/original.jpg,iNaturalist,"Shaw Island, WA, USA","Shaw Island, WA, USA",48.5832427,-122.9722713,wingtrip,,2025-11-26 03:39:38.326266
Calypso,bulbosa,https://static.inaturalist.org/photos/588379879/original.jpg,iNaturalist,"Nanaimo, CA-BC, CA","Nanaimo, CA-BC, CA",49.0863493,-123.9047582,ems_h,,2025-11-26 03:39:38.262254
Calypso,bulbosa,https://static.inaturalist.org/photos/588379871/original.jpg,iNaturalist,"Nanaimo, CA-BC, CA","Nanaimo, CA-BC, CA",49.0863493,-123.9047582,ems_h,,2025-11-26 03:39:38.197763
Calypso,bulbosa,https://static.inaturalist.org/photos/588379861/original.jpg,iNaturalist,"Nanaimo, CA-BC, CA","Nanaimo, CA-BC, CA",49.0863493,-123.9047582,ems_h,,2025-11-26 03:39:38.123813
Calypso,bulbosa,https://static.inaturalist.org/photos/588379843/original.jpg,iNaturalist,"Nanaimo, CA-BC, CA","Nanaimo, CA-BC, CA",49.0863493,-123.9047582,ems_h,,2025-11-26 03:39:38.055905
Calypso,bulbosa,https://static.inaturalist.org/photos/588379823/original.jpg,iNaturalist,"Nanaimo, CA-BC, CA","Nanaimo, CA-BC, CA",49.0863493,-123.9047582,ems_h,,2025-11-26 03:39:37.989000
Calypso,bulbosa,https://static.inaturalist.org/photos/588379798/original.jpg,iNaturalist,"Nanaimo, CA-BC, CA","Nanaimo, CA-BC, CA",49.0863493,-123.9047582,ems_h,,2025-11-26 03:39:37.923281
Calypso,bulbosa,https://static.inaturalist.org/photos/588379771/original.jpg,iNaturalist,"Nanaimo, CA-BC, CA","Nanaimo, CA-BC, CA",49.0863493,-123.9047582,ems_h,,2025-11-26 03:39:37.859667
Calypso,bulbosa,https://static.inaturalist.org/photos/588379747/original.jpg,iNaturalist,"Nanaimo, CA-BC, CA","Nanaimo, CA-BC, CA",49.0863493,-123.9047582,ems_h,,2025-11-26 03:39:37.795807
Calypso,bulbosa,https://static.inaturalist.org/photos/588379724/original.jpg,iNaturalist,"Nanaimo, CA-BC, CA","Nanaimo, CA-BC, CA",49.0863493,-123.9047582,ems_h,,2025-11-26 03:39:37.732231
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/461770538/original.jpg,GBIF,United States of America,,43.1264700,-122.5839220,Hannah,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:38:44.071828
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/462649819/original.jpeg,GBIF,United States of America,,39.2410770,-123.3162120,Rose Lee,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:38:46.231586
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/463029884/original.jpg,GBIF,Canada,,48.4357120,-123.6280880,Mary Sanseverino,http://creativecommons.org/licenses/by-nc-nd/4.0/,2025-11-26 03:38:46.300586
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/464021163/original.jpg,GBIF,Canada,,48.4284080,-123.6131880,Mary Sanseverino,http://creativecommons.org/licenses/by-nc-nd/4.0/,2025-11-26 03:38:46.366144
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/465345388/original.jpeg,GBIF,Canada,,48.3611610,-123.5883110,rose02mary,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:38:46.434542
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/465612770/original.jpg,GBIF,United States of America,,45.6455150,-122.0091880,Jeff Ward,http://creativecommons.org/licenses/by-nc-sa/4.0/,2025-11-26 03:38:46.500392
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/467015554/original.jpeg,GBIF,United States of America,,38.5721250,-123.3174320,Nancy Kelley,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:38:46.565766
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/466911473/original.jpeg,GBIF,United States of America,,38.5712760,-123.3182510,Nancy Kelley,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:38:46.630743
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/472778664/original.jpeg,GBIF,United States of America,,38.5706580,-123.3182830,Sadie Hickey,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:38:46.891249
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/470409150/original.jpeg,GBIF,United States of America,,38.5937940,-123.3372120,Ashley D,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:38:47.083631
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/471076972/original.jpg,GBIF,United States of America,,38.5519830,-123.2908950,Cristina Plemel,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:38:47.217525
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/471497304/original.jpg,GBIF,United States of America,,37.9018630,-122.6060250,wuangie,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:38:47.282857
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/471489334/original.jpg,GBIF,United States of America,,41.1597220,-124.1259780,planetboom,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:38:47.411829
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/471465268/original.jpg,GBIF,United States of America,,38.5021570,-122.9255870,Darvin DeShazer,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:38:47.540897
